Nombre,Contrato 2024,Equipo 2024,Contrato 2023,Equipo 2023,Contrato 2022,Equipo 2022,Contrato 2021,Equipo 2021,Contrato 2020,Equipo 2020,RANK 2024,AGE 2024,GP 2024,W 2024,L 2024,MIN 2024,PTS 2024,FGM 2024,FGA 2024,FG% 2024,3PM 2024,3PA 2024,3P% 2024,FTM 2024,FTA 2024,FT% 2024,OREB 2024,DREB 2024,REB 2024,AST 2024,TOV 2024,STL 2024,BLK 2024,PF 2024,FP 2024,DD2 2024,TD3 2024,+/- 2024,RANK 2023,AGE 2023,GP 2023,W 2023,L 2023,MIN 2023,PTS 2023,FGM 2023,FGA 2023,FG% 2023,3PM 2023,3PA 2023,3P% 2023,FTM 2023,FTA 2023,FT% 2023,OREB 2023,DREB 2023,REB 2023,AST 2023,TOV 2023,STL 2023,BLK 2023,PF 2023,FP 2023,DD2 2023,TD3 2023,+/- 2023,RANK 2022,AGE 2022,GP 2022,W 2022,L 2022,MIN 2022,PTS 2022,FGM 2022,FGA 2022,FG% 2022,3PM 2022,3PA 2022,3P% 2022,FTM 2022,FTA 2022,FT% 2022,OREB 2022,DREB 2022,REB 2022,AST 2022,TOV 2022,STL 2022,BLK 2022,PF 2022,FP 2022,DD2 2022,TD3 2022,+/- 2022,RANK 2021,AGE 2021,GP 2021,W 2021,L 2021,MIN 2021,PTS 2021,FGM 2021,FGA 2021,FG% 2021,3PM 2021,3PA 2021,3P% 2021,FTM 2021,FTA 2021,FT% 2021,OREB 2021,DREB 2021,REB 2021,AST 2021,TOV 2021,STL 2021,BLK 2021,PF 2021,FP 2021,DD2 2021,TD3 2021,+/- 2021,RANK 2020,AGE 2020,GP 2020,W 2020,L 2020,MIN 2020,PTS 2020,FGM 2020,FGA 2020,FG% 2020,3PM 2020,3PA 2020,3P% 2020,FTM 2020,FTA 2020,FT% 2020,OREB 2020,DREB 2020,REB 2020,AST 2020,TOV 2020,STL 2020,BLK 2020,PF 2020,FP 2020,DD2 2020,TD3 2020,+/- 2020
BRIONNA JONES,212000.0,CON,208000.0,CON,240000.0,CON,240000.0,CON,,,29,28,40,28,12,27.2,13.7,5.5,10.2,53.8,0.1,0.4,14.3,2.7,3.6,73.8,2.2,3.4,5.5,1.5,1.3,1.2,0.6,2.7,24.3,0,0,6.5,20,28,13,10,3,31.7,15.9,6.2,10.8,57.1,0.2,0.3,50.0,3.5,4.5,77.6,3.2,5.0,8.2,2.4,2.2,1.8,0.5,4.1,31.4,4,0,5.1,22,27,36,25,11,25.1,13.8,5.2,9.1,56.9,0.0,0.2,0.0,3.4,4.1,84.4,2.6,2.5,5.1,1.2,1.5,1.2,0.4,2.6,23.3,0,0,5.5,19,26,32,26,6,30.6,14.7,6.1,10.6,57.1,0.0,0.1,0.0,2.6,3.2,79.6,3.2,4.2,7.3,1.8,2.2,1.4,0.5,3.0,27.6,4,0,9.2,41,25,21,9,12,26.1,11.2,4.7,7.7,60.5,0.0,0.0,100,1.8,2.6,69.1,2.8,2.8,5.6,1.0,1.6,1.7,0.7,3.1,22.5,2,0,3.0
DORKA JUHASZ,205145.0,MIN,205145.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DULCY FANKAM-MENDJIADEU,,,205145.0,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELLA ALARIE,,,205016.0,DAL,205016.0,DAL,205016.0,DAL,205016.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,24,31,14,17,13.1,2.6,1.0,2.1,50.0,0.0,0.1,0.0,0.5,0.6,85.0,1.4,1.9,3.3,0.5,0.6,0.6,0.6,1.4,8.9,0,0,1.5,124,23,22,8,14,14.0,2.7,1.1,3.0,36.4,0.0,0.6,7.7,0.5,0.5,83.3,1.0,1.8,2.9,0.5,0.5,0.6,0.9,1.6,9.1,0,0,-1.2
RUTHY HEBARD,,,205016.0,CHI,205016.0,CHI,205016.0,CHI,205016.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,26,19,9,10,9.2,3.9,1.6,2.8,58.5,0.0,0.0,0.0,0.7,1.1,65.0,0.9,1.5,2.4,0.4,0.2,0.3,0.4,1.3,8.0,0,0,0.9,134,25,24,17,7,9.7,2.3,1.0,2.0,51.0,0.0,0.0,0.0,0.3,0.3,75.0,0.3,1.4,1.7,0.5,0.5,0.3,0.1,1.2,5.5,0,0,-0.8,88,24,30,14,16,16.8,5.8,2.4,4.6,52.9,0.0,0.1,0.0,0.9,1.1,79.4,1.4,3.0,4.4,0.8,0.6,0.7,0.7,2.0,13.6,3,0,1.5,87,23,22,12,10,14.6,5.7,2.6,3.9,68.2,0.0,0.0,0.0,0.4,0.5,75.0,0.8,3.1,3.9,0.3,0.7,0.5,0.4,1.6,11.5,1,0,1.4
KRISTY WALLACE,199170.0,IND,199170.0,IND,199170.0,ATL,,,,,94,28,26,11,15,17.2,4.7,1.8,4.5,40.2,0.7,2.2,29.3,0.5,0.7,66.7,0.4,1.4,1.8,1.7,0.7,0.7,0.2,1.1,10.8,0,0,-3.2,72,28,37,12,25,19.7,6.6,2.5,6.3,40.1,1.0,2.3,43.5,0.6,0.8,75.0,0.6,1.6,2.2,1.9,1.3,0.6,0.2,1.7,13.5,0,0,-0.4,84,27,29,13,16,20.8,6.6,2.3,5.6,40.7,0.9,2.3,36.8,1.1,1.4,78.6,0.6,1.7,2.3,2.2,1.5,0.6,0.2,2.0,13.5,0,0,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAZ HILLMON,199170.0,ATL,199170.0,ATL,199170.0,ATL,,,,,80,24,40,15,25,21.7,5.7,2.3,4.1,55.2,0.0,0.1,33.3,1.2,1.6,76.2,1.6,3.2,4.8,1.3,1.0,0.7,0.3,1.4,13.8,1,0,0.1,99,24,40,19,21,13.5,4.1,1.5,2.9,50.9,0.0,0.0,0.0,1.2,1.4,85.2,1.3,2.2,3.4,0.7,1.0,0.2,0.1,1.5,8.8,0,0,-1.2,107,23,34,12,22,19.8,4.4,1.7,3.6,48.0,0.0,0.1,0.0,0.9,1.1,82.1,1.5,3.5,5.1,1.2,1.2,0.6,0.3,1.5,12.6,1,0,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLIVIA NELSON-ODODA,199170.0,CON,199170.0,CON,199170.0,LA,,,,,111,24,37,26,11,11.8,3.4,1.3,2.7,49.5,0.0,0.0,0.0,0.7,1.1,65.9,0.8,1.7,2.5,0.2,0.8,0.4,0.6,1.7,8.0,0,0,1.1,95,23,39,27,12,15.0,4.5,1.7,3.1,53.7,0.0,0.0,0.0,1.2,1.7,70.8,1.3,2.4,3.7,0.6,0.8,0.5,0.8,2.2,11.5,3,0,-0.1,112,22,30,10,20,14.5,4.0,1.6,2.8,56.0,0.0,0.0,0.0,0.9,1.2,70.3,1.1,1.8,3.0,0.4,1.0,0.3,0.8,2.6,9.5,0,0,-5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYASHA HARRIS,197113.0,CON,197113.0,CON,205016.0,DAL,205016.0,DAL,205016.0,DAL,44,26,39,27,12,28.8,10.5,3.7,8.7,42.5,1.5,3.9,39.5,1.5,2.0,76.6,0.3,1.5,1.8,3.0,1.4,1.0,0.3,1.7,19.5,0,0,4.6,82,26,40,27,13,16.7,5.8,2.2,5.2,41.6,1.0,2.1,46.4,0.4,0.6,68.0,0.1,0.7,0.9,1.7,1.0,0.7,0.1,1.1,10.9,0,0,0.6,102,25,35,17,18,15.8,5.0,2.0,4.7,41.8,0.5,1.5,31.5,0.5,0.7,79.2,0.2,0.7,0.9,2.8,1.1,0.4,0.1,1.0,10.2,1,0,0.4,105,24,32,14,18,16.3,4.4,1.5,4.5,33.6,0.6,1.8,33.9,0.8,0.9,83.3,0.3,1.3,1.6,2.7,1.0,0.4,0.3,1.3,10.7,0,0,-0.7,73,23,21,7,14,19.6,6.8,2.6,6.0,43.3,0.9,2.7,33.9,0.7,1.0,63.6,0.0,1.2,1.2,2.8,0.9,0.9,0.1,1.7,13.7,0,0,-2.7
DORKA JUHÁSZL,,,196378.0,NY,196378.0,NY,196378.0,NY,196378.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANA EVANS,193370.0,CHI,193370.0,CHI,193370.0,CHI,193370.0,CHI,,,69,26,39,12,27,19.1,7.2,2.4,6.5,37.7,1.1,2.8,37.6,1.2,1.3,96.0,0.1,1.0,1.1,2.4,1.4,0.7,0.1,1.2,13.3,0,0,-6.1,51,25,39,17,22,21.5,9.0,3.0,8.3,36.0,1.1,3.7,29.4,1.9,2.3,85.4,0.2,1.0,1.2,3.0,1.6,0.7,0.1,1.2,15.9,0,0,-0.9,111,24,33,24,9,11.5,4.3,1.5,3.9,37.7,0.7,2.0,32.8,0.7,0.8,88.0,0.2,0.7,0.8,1.2,0.8,0.3,0.1,0.9,7.8,0,0,-1.0,116,23,29,14,15,7.6,3.3,0.9,2.7,34.2,0.6,1.6,40.0,0.8,0.9,88.5,0.0,0.3,0.4,1.0,0.6,0.2,0.0,0.7,5.7,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIJONAI CARRINGTON,193370.0,CON,193370.0,CON,193370.0,CON,193370.0,CON,,,32,26,39,27,12,29.6,12.7,4.4,11.0,40.3,0.7,2.7,25.0,3.2,4.0,79.0,1.4,3.7,5.0,1.6,1.9,1.6,0.4,2.6,24.0,2,0,3.0,57,26,32,21,11,17.2,8.3,2.9,7.0,41.7,0.7,1.9,37.1,1.8,2.3,75.7,0.8,2.0,2.9,1.3,1.1,0.6,0.1,2.1,14.6,0,0,3.2,80,25,36,25,11,17.5,6.8,2.3,5.6,41.4,0.5,1.7,30.6,1.6,2.1,75.0,1.1,2.1,3.1,1.1,1.6,0.8,0.1,1.9,13.3,0,0,2.7,120,24,24,20,4,9.2,2.8,1.1,3.4,32.9,0.1,0.9,14.3,0.5,0.6,73.3,0.6,1.3,2.0,0.5,0.9,0.5,0.1,1.5,6.8,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHATORI WALKER-KIMBROUGH,192850.0,WAS,192850.0,WAS,72141.0,WAS,,,210623.0,PHX,65,29,40,14,26,22.1,7.5,2.6,6.3,41.5,0.9,2.7,33.0,1.4,1.7,80.6,0.3,1.4,1.7,1.9,1.4,1.1,0.5,1.0,15.0,0,0,-1.9,75,29,40,19,21,24.8,6.3,2.2,5.1,42.9,0.8,2.1,39.0,1.1,1.2,93.6,0.2,1.9,2.1,1.7,0.7,0.7,0.4,1.2,12.9,0,0,-3.0,77,28,35,21,14,20.1,6.9,2.3,5.7,40.2,0.7,2.1,34.7,1.6,1.7,90.2,0.3,1.5,1.8,1.5,1.1,1.1,0.3,1.2,13.7,0,0,2.8,74,27,17,5,12,20.6,6.9,2.4,4.6,51.3,0.5,1.5,32.0,1.8,2.1,85.7,0.2,1.2,1.4,0.9,1.2,0.8,0.3,1.6,11.9,0,0,-1.5,65,26,21,12,9,19.0,7.3,2.6,6.0,42.9,1.0,2.4,43.1,1.1,1.2,92.0,0.3,1.3,1.6,1.5,1.0,1.1,0.4,1.1,14.4,0,0,1.8
KADI SISSOKO,,,192527.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,25,40,9,31,8.4,1.5,0.6,1.6,37.1,0.1,0.5,16.7,0.3,0.4,62.5,0.4,1.1,1.6,0.2,0.7,0.1,0.1,1.1,3.7,0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIKA KONÉ,192527.0,WAS,192527.0,CHI,,,,,,,102,22,27,19,8,8.0,4.0,1.3,3.1,42.9,0.1,0.3,57.1,1.1,1.3,86.1,0.5,1.5,2.0,0.4,0.5,0.2,0.1,0.9,7.2,0,0,1.0,111,21,20,10,10,9.3,3.6,1.3,2.4,53.2,0.1,0.3,33.3,1.0,1.3,76.9,1.1,1.9,3.0,0.5,1.1,0.2,0.1,1.7,7.6,0,0,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICTARIA SAXTON,192527.0,IND,192527.0,IND,,,,,,,148,25,9,3,6,2.5,0.9,0.3,1.0,33.3,0.1,0.4,25.0,0.1,0.2,50.0,0.0,0.3,0.3,0.0,0.1,0.0,0.0,0.4,1.3,0,0,-1.0,145,24,15,4,11,3.6,1.3,0.4,1.2,33.3,0.1,0.1,50.0,0.4,0.5,85.7,0.1,0.5,0.7,0.0,0.4,0.1,0.0,0.6,2.1,0,0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JULIE ALLEMAND,170000.0,LA,187819.0,CHI,187819.0,CHI,187819.0,IND,187819.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,26,25,19,6,16.1,3.0,1.0,2.4,41.7,0.4,1.2,29.0,0.6,0.7,83.3,0.4,1.2,1.6,3.4,1.3,0.6,0.1,0.9,9.6,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,24,22,6,16,32.6,8.5,2.8,6.0,45.9,2.0,4.2,47.8,1.0,1.4,73.3,0.4,4.2,4.5,5.8,2.6,1.1,0.4,2.6,24.0,0,0,-8.0
LI YUERU,186920.0,LA,186920.0,CHI,186920.0,CHI,,,,,88,25,38,7,31,14.4,5.1,1.8,3.9,46.3,0.1,0.4,26.7,1.4,1.6,89.8,1.4,2.2,3.7,0.6,0.9,0.3,0.2,2.1,10.6,1,0,-2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,24,16,13,3,5.1,1.8,0.5,1.1,44.4,0.0,0.0,0.0,0.8,0.8,100,0.3,1.2,1.5,0.1,0.8,0.1,0.1,0.6,3.9,0,0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILIANA RUPERT,179452.0,ATL,179452.0,ATL,179452.0,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,22,20,7,13,7.9,1.8,0.6,1.7,35.3,0.3,1.1,27.3,0.3,0.4,62.5,0.4,1.6,2.0,0.5,0.5,0.4,0.4,1.1,5.9,0,0,-0.8,117,21,17,12,5,13.1,3.8,1.5,3.2,46.3,0.8,2.2,36.8,0.1,0.2,33.3,0.6,1.6,2.3,0.9,0.5,0.4,0.0,2.1,8.6,0,0,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREANNA STEWART,205000.0,NY,175000.0,NY,228094.0,SEA,375500.0,SEA,375500.0,SEA,4,30,38,30,8,32.7,20.4,7.0,15.2,45.8,1.2,4.1,29.5,5.3,6.3,84.5,1.6,6.9,8.5,3.5,1.7,1.7,1.3,2.1,39.6,16,0,7.9,2,29,40,32,8,34.1,23.0,7.9,17.0,46.5,2.1,5.8,35.5,5.1,6.0,85.1,1.6,7.7,9.3,3.8,1.5,1.5,1.6,1.9,44.1,20,0,8.9,1,28,34,22,12,30.9,21.8,7.5,15.9,47.2,2.0,5.2,37.9,4.8,5.8,83.7,1.4,6.2,7.6,2.9,1.3,1.6,0.9,2.1,39.2,6,0,6.7,3,27,28,20,8,33.3,20.3,6.9,15.8,43.9,1.7,5.1,33.3,4.8,5.6,84.7,1.2,8.3,9.5,2.7,1.7,1.2,1.8,1.8,40.1,13,0,7.5,4,26,20,17,3,30.4,19.7,6.7,14.8,45.1,1.8,4.8,36.8,4.7,5.2,89.4,1.0,7.3,8.3,3.6,2.5,1.7,1.3,2.3,39.2,5,0,10.1
NNEKA OGWUMIKE,204500.0,SEA,169500.0,LA,386817.0,LA,386817.0,LA,456000.0,LA,17,34,37,23,14,31.8,16.7,6.8,13.3,51.1,0.8,2.0,40.5,2.3,2.6,87.6,1.9,5.7,7.6,2.3,1.3,1.9,0.5,2.3,32.2,8,0,6.0,6,33,36,16,20,31.1,19.1,7.3,14.3,51.2,0.6,1.7,33.9,3.9,4.5,87.0,1.7,7.1,8.8,2.7,2.2,1.7,0.7,2.6,36.0,16,0,1.0,7,32,34,13,21,31.4,18.1,7.3,13.5,54.4,0.6,1.7,36.8,2.8,3.4,82.6,1.4,5.2,6.6,2.0,1.8,1.7,0.4,2.4,31.5,6,0,-3.7,21,31,18,8,10,31.7,14.5,6.1,11.4,53.2,0.6,1.7,36.7,1.8,2.2,80.0,1.4,5.1,6.5,2.7,2.2,1.4,0.3,1.8,27.7,3,0,-3.4,30,30,18,14,4,26.2,13.3,5.3,9.3,56.9,0.5,1.0,50.0,2.3,2.7,83.7,1.2,3.7,4.8,1.7,1.6,1.1,0.2,2.3,22.8,0,0,3.7
BRITTNEY GRINER,150000.0,PHX,165100.0,PHX,664544.0,PHX,664544.0,PHX,664544.0,PHX,12,34,30,15,15,28.7,17.8,7.3,12.6,57.9,0.3,0.6,50.0,2.9,3.7,77.7,1.8,4.8,6.6,2.3,1.8,0.5,1.5,1.9,31.1,2,0,0.1,12,33,31,8,23,27.6,17.5,7.1,12.6,56.0,0.0,0.3,11.1,3.4,4.4,77.2,1.2,5.1,6.3,2.2,2.1,0.5,1.6,2.1,30.3,7,0,-3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31,30,17,13,32.8,20.5,8.3,14.4,57.5,0.1,0.3,44.4,3.8,4.5,84.6,2.4,7.1,9.5,2.7,2.2,0.4,1.9,2.4,37.4,16,0,3.3,9,30,12,6,6,31.8,17.7,7.3,14.6,49.7,0.0,0.1,0.0,3.2,3.9,80.9,1.5,6.0,7.5,3.0,2.5,0.3,1.8,2.5,32.5,1,0,2.3
TIFFANY HAYES,88000.0,LV,162477.0,CON,215000.0,ATL,465560.0,ATL,465560.0,ATL,52,35,33,22,11,21.4,9.5,3.3,6.7,50.0,1.0,2.5,40.2,1.8,2.5,71.4,0.8,2.0,2.8,2.1,0.8,0.8,0.3,2.1,17.4,1,0,2.8,35,34,40,27,13,27.0,12.1,4.2,8.8,47.6,1.2,3.3,36.6,2.5,3.2,77.8,1.0,2.1,3.0,2.6,1.4,0.9,0.1,2.9,20.7,0,0,2.7,13,33,11,4,7,27.5,16.2,6.0,11.0,54.5,1.6,3.8,42.9,2.5,3.7,68.3,0.3,3.4,3.6,2.1,2.0,0.7,0.1,3.0,25.2,0,0,-4.4,20,32,21,7,14,28.3,14.7,5.0,11.4,43.8,1.6,4.0,40.5,3.0,3.6,85.3,0.7,2.5,3.2,3.0,1.5,1.6,0.2,3.1,26.0,0,0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COURTNEY WILLIAMS,355000.0,MIN,160000.0,CHI,103000.0,CON,375500.0,ATL,375500.0,ATL,40,30,40,30,10,26.5,11.1,4.9,11.0,44.3,0.6,1.7,33.3,0.9,1.1,81.0,0.4,4.3,4.7,5.5,2.5,0.9,0.4,1.9,24.5,3,0,6.6,44,30,40,18,22,30.1,10.4,4.4,10.1,43.7,1.2,2.7,44.3,0.4,0.6,60.0,1.0,5.1,6.0,6.3,2.5,1.0,0.3,1.6,26.3,6,2,-2.2,41,29,34,24,10,28.0,11.1,4.9,11.4,42.6,0.6,1.9,33.8,0.8,1.1,75.0,0.9,3.7,4.6,3.3,1.7,1.0,0.4,1.6,22.4,1,0,6.0,11,28,32,8,24,34.4,16.5,7.1,17.1,41.8,1.2,3.2,38.2,1.1,1.7,64.2,1.4,5.4,6.8,4.0,1.8,1.1,0.5,1.7,31.8,7,0,-3.4,23,27,20,6,14,30.5,14.6,6.7,15.4,43.6,0.4,1.7,23.5,0.8,1.2,69.6,1.9,5.3,7.2,3.2,2.7,0.7,0.1,2.0,26.8,4,0,-5.4
CRYSTAL DANGERFIELD,76529.0,LA,160000.0,DAL,25745.0,NY,187738.0,MIN,187738.0,MIN,114,26,33,8,25,13.3,3.2,1.1,4.0,28.2,0.5,1.9,27.4,0.5,0.5,88.2,0.1,1.0,1.0,1.9,0.8,0.3,0.2,0.8,7.7,0,0,-3.4,58,26,35,19,16,27.8,8.2,3.4,8.0,42.5,0.8,2.7,29.0,0.6,0.8,81.5,0.8,2.1,2.9,3.1,1.2,0.9,0.2,1.3,17.2,0,0,2.7,94,25,33,16,17,21.5,5.5,2.0,5.0,39.8,0.7,2.2,32.4,0.8,1.0,73.5,0.4,1.6,2.0,2.6,0.9,0.5,0.1,1.3,12.1,0,0,0.2,64,24,31,21,10,20.1,7.7,2.8,7.2,38.8,0.9,2.5,35.9,1.2,1.4,85.7,0.3,1.7,2.0,2.8,1.4,0.7,0.1,1.9,14.9,0,0,-0.5,14,23,21,13,8,30.0,16.2,5.9,12.5,47.1,1.6,4.9,33.3,2.8,3.0,92.2,0.2,1.7,2.0,3.6,2.5,0.9,0.0,1.5,25.2,0,0,3.0
LEXIE BROWN,158340.0,LA,158340.0,LA,72141.0,LA,47185.0,CHI,191720.0,MIN,60,30,16,4,12,23.7,8.1,2.6,8.2,32.1,1.3,4.3,30.4,1.5,1.7,88.9,0.1,2.3,2.3,3.3,1.9,1.1,0.1,1.4,17.4,0,0,-2.5,33,29,12,6,6,30.3,12.4,4.5,9.3,48.6,2.3,5.4,41.5,1.2,1.3,87.5,0.2,1.9,2.1,2.4,1.3,0.9,0.3,1.2,21.5,0,0,0.3,73,28,34,13,21,25.0,7.1,2.7,6.2,44.1,1.6,3.9,39.8,0.1,0.2,66.7,0.2,2.1,2.3,2.1,0.8,1.0,0.2,1.3,15.5,0,0,-3.6,139,27,17,10,7,9.5,1.6,0.6,2.2,26.3,0.5,1.9,24.2,0.0,0.0,0.0,0.0,0.7,0.7,1.1,0.5,0.4,0.0,0.6,4.8,0,0,-0.1,76,26,17,11,6,22.0,6.4,2.2,6.5,34.2,0.8,3.1,26.9,1.1,1.4,79.2,0.2,1.8,1.9,2.4,1.4,1.8,0.0,1.5,15.2,0,0,2.4
NYARA SABALLY,152726.0,NY,152726.0,NY,,,,,,,90,24,26,20,6,13.5,4.9,1.9,3.3,57.5,0.0,0.1,0.0,1.1,1.5,70.0,1.3,2.7,4.0,0.6,0.5,0.9,0.7,1.6,12.8,1,0,2.8,123,24,33,27,6,7.9,2.3,0.8,1.8,42.4,0.1,0.3,22.2,0.7,1.0,75.0,0.6,1.5,2.1,0.2,0.5,0.1,0.2,1.2,5.4,0,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONIQUE BILLINGS,76535.0,PHX,145000.0,ATL,140000.0,ATL,184614.0,ATL,184614.0,ATL,66,28,37,10,27,22.8,7.4,2.9,6.2,46.5,0.1,0.4,21.4,1.5,1.9,80.3,1.8,4.0,5.8,1.4,1.8,0.7,0.5,2.3,17.2,5,0,-4.7,92,28,39,19,20,16.7,4.8,1.7,4.3,40.7,0.0,0.1,0.0,1.3,1.6,83.6,1.4,3.6,5.0,0.8,1.0,0.4,0.3,1.9,12.0,2,0,-1.0,87,27,23,9,14,17.4,6.5,2.4,5.1,47.0,0.0,0.0,0.0,1.7,2.2,76.5,2.0,4.4,6.3,1.1,1.3,0.8,0.3,2.3,16.3,0,0,-0.4,62,26,31,8,23,23.9,8.1,3.2,6.5,49.5,0.0,0.1,0.0,1.7,2.5,67.5,2.8,3.6,6.5,1.0,1.4,1.2,1.0,2.5,20.1,4,0,-2.8,58,25,22,7,15,27.1,8.5,3.1,7.7,40.0,0.0,0.0,0.0,2.3,3.0,76.1,2.6,5.9,8.5,1.2,1.9,1.1,0.8,2.8,22.0,4,0,-3.5
NIA COFFEY,300000.0,ATL,135000.0,ATL,130000.0,ATL,70040.0,LA,,,113,29,40,15,25,13.3,3.3,1.2,3.7,32.4,0.5,1.7,27.3,0.4,0.5,76.2,0.5,1.9,2.4,1.2,1.0,0.3,0.7,1.2,9.1,0,0,-3.1,70,29,31,15,16,21.9,6.9,2.7,6.2,43.2,1.1,2.6,40.2,0.5,0.8,62.5,0.5,4.4,4.8,1.5,1.4,0.5,1.2,2.2,17.8,3,0,0.7,88,28,16,7,9,21.0,6.4,2.2,6.3,34.7,0.6,1.9,29.0,1.4,1.9,74.2,0.4,4.8,5.2,0.8,2.2,0.6,0.1,2.2,14.4,2,0,-4.9,61,27,32,12,20,25.2,8.3,2.9,6.9,42.1,1.6,3.8,41.7,0.9,1.1,77.8,0.6,3.3,3.8,0.9,1.4,0.8,1.2,2.7,18.4,0,0,-3.6,126,26,15,7,8,15.3,2.7,1.1,2.5,42.1,0.5,1.4,33.3,0.1,0.4,16.7,0.3,2.1,2.5,0.8,0.5,0.3,0.3,2.0,7.7,0,0,0.2
ASTOU NDOUR,125000.0,CON,115000.0,CHI,,,70040.0,CHI,571816.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALANNA SMITH,300000.0,MIN,100000.0,CHI,,,219235.0,PHX,219235.0,PHX,46,28,39,29,10,26.5,10.1,3.8,8.0,47.1,1.2,3.0,39.8,1.4,1.8,75.0,1.6,4.1,5.6,3.2,1.9,1.4,1.5,3.1,25.8,2,0,6.2,49,27,38,17,21,26.5,9.2,3.5,7.0,49.8,0.8,2.7,29.4,1.4,2.1,67.9,1.8,4.7,6.6,1.8,1.5,1.3,1.3,3.1,23.5,2,0,0.3,108,26,9,2,7,12.8,4.3,1.6,4.7,33.3,0.7,2.8,24.0,0.6,0.8,71.4,0.9,1.8,2.7,0.6,0.9,0.9,0.7,1.9,11.3,0,0,-4.0,143,25,18,13,5,6.5,1.2,0.4,1.9,23.5,0.2,1.2,19.0,0.1,0.2,25.0,0.3,1.1,1.3,0.6,0.3,0.4,0.3,0.6,4.7,0,0,-0.3,81,24,19,12,7,15.6,6.1,2.3,5.4,42.2,0.5,2.3,23.3,1.1,1.5,69.0,1.1,2.5,3.6,1.2,0.9,0.3,0.8,2.5,13.6,0,0,3.9
