Nombre,Contrato 2024,Equipo 2024,Contrato 2023,Equipo 2023,Contrato 2022,Equipo 2022,Contrato 2021,Equipo 2021,Contrato 2020,Equipo 2020,RANK 2024,AGE 2024,GP 2024,W 2024,L 2024,MIN 2024,PTS 2024,FGM 2024,FGA 2024,FG% 2024,3PM 2024,3PA 2024,3P% 2024,FTM 2024,FTA 2024,FT% 2024,OREB 2024,DREB 2024,REB 2024,AST 2024,TOV 2024,STL 2024,BLK 2024,PF 2024,FP 2024,DD2 2024,TD3 2024,+/- 2024,RANK 2023,AGE 2023,GP 2023,W 2023,L 2023,MIN 2023,PTS 2023,FGM 2023,FGA 2023,FG% 2023,3PM 2023,3PA 2023,3P% 2023,FTM 2023,FTA 2023,FT% 2023,OREB 2023,DREB 2023,REB 2023,AST 2023,TOV 2023,STL 2023,BLK 2023,PF 2023,FP 2023,DD2 2023,TD3 2023,+/- 2023,RANK 2022,AGE 2022,GP 2022,W 2022,L 2022,MIN 2022,PTS 2022,FGM 2022,FGA 2022,FG% 2022,3PM 2022,3PA 2022,3P% 2022,FTM 2022,FTA 2022,FT% 2022,OREB 2022,DREB 2022,REB 2022,AST 2022,TOV 2022,STL 2022,BLK 2022,PF 2022,FP 2022,DD2 2022,TD3 2022,+/- 2022,RANK 2021,AGE 2021,GP 2021,W 2021,L 2021,MIN 2021,PTS 2021,FGM 2021,FGA 2021,FG% 2021,3PM 2021,3PA 2021,3P% 2021,FTM 2021,FTA 2021,FT% 2021,OREB 2021,DREB 2021,REB 2021,AST 2021,TOV 2021,STL 2021,BLK 2021,PF 2021,FP 2021,DD2 2021,TD3 2021,+/- 2021,RANK 2020,AGE 2020,GP 2020,W 2020,L 2020,MIN 2020,PTS 2020,FGM 2020,FGA 2020,FG% 2020,3PM 2020,3PA 2020,3P% 2020,FTM 2020,FTA 2020,FT% 2020,OREB 2020,DREB 2020,REB 2020,AST 2020,TOV 2020,STL 2020,BLK 2020,PF 2020,FP 2020,DD2 2020,TD3 2020,+/- 2020
NAZ HILLMON,199170.0,ATL,199170.0,ATL,199170.0,ATL,,,,,80,25,29,18,11,13.1,2.3,0.8,2.7,30.8,0.3,1.4,25.0,0.3,0.4,69.2,0.2,0.8,1.0,2.1,1.2,0.6,0.0,0.9,6.9,0,0,-1.6,99,24,8,5,3,4.4,1.0,0.4,1.3,30.0,0.0,0.1,0.0,0.3,0.3,100,0.1,0.0,0.1,0.4,0.4,0.3,0.0,0.6,2.0,0,0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLIVIA NELSON-ODODA,199170.0,CON,199170.0,CON,199170.0,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,24,15,4,11,3.6,1.3,0.4,1.2,33.3,0.1,0.1,50.0,0.4,0.5,85.7,0.1,0.5,0.7,0.0,0.4,0.1,0.0,0.6,2.1,0,0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYASHA HARRIS,197113.0,CON,197113.0,CON,205016.0,DAL,205016.0,DAL,205016.0,DAL,44,26,39,27,12,28.8,10.5,3.7,8.7,42.5,1.5,3.9,39.5,1.5,2.0,76.6,0.3,1.5,1.8,3.0,1.4,1.0,0.3,1.7,19.5,0,0,4.6,82,23,14,5,9,5.6,1.9,0.7,1.4,52.6,0.0,0.0,0.0,0.5,0.6,87.5,0.6,0.4,1.1,0.2,0.4,0.0,0.2,0.3,3.6,0,0,-3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,32,18,7,11,12.4,2.7,1.1,3.1,33.9,0.5,1.9,25.7,0.1,0.2,50.0,0.2,0.9,1.1,0.8,0.7,0.3,0.1,1.0,5.9,0,0,-0.8
DAMIRIS DANTAS,197100.0,IND,,,210000.0,MIN,210000.0,MIN,210000.0,MIN,97,26,27,5,22,4.6,0.9,0.4,1.3,29.4,0.1,0.6,20.0,0.1,0.1,50.0,0.1,0.3,0.4,0.4,0.2,0.1,0.0,0.5,2.0,0,0,-3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,33,18,15,3,6.8,1.6,0.6,1.8,31.3,0.2,0.6,27.3,0.3,0.3,100,0.2,0.3,0.4,1.0,0.4,0.1,0.0,0.8,3.4,0,0,-3.7,65,25,10,2,8,13.6,3.4,1.2,2.9,41.4,0.0,0.0,0.0,1.0,1.8,55.6,1.1,2.2,3.3,0.5,1.2,0.5,0.1,2.8,8.4,0,0,-2.1,34,28,22,14,8,26.6,12.9,4.6,10.0,46.4,1.8,4.1,43.3,1.8,2.5,72.7,1.7,4.4,6.1,2.6,1.8,1.1,0.2,2.5,26.1,1,0,2.2
SATOU SABALLY,195000.0,DAL,213597.0,DAL,213597.0,DAL,213597.0,DAL,213597.0,DAL,10,26,15,3,12,34.2,17.9,5.9,13.9,42.6,2.5,5.6,45.2,3.5,4.5,77.9,1.2,5.2,6.4,5.0,2.5,1.3,0.5,3.2,35.5,0,0,-3.5,9,26,38,21,17,33.1,18.6,6.2,14.3,43.5,1.7,4.8,36.1,4.4,5.0,87.4,2.3,5.8,8.1,4.4,2.9,1.8,0.4,3.6,37.3,14,1,4.2,39,25,11,4,7,21.7,11.3,3.7,9.4,39.8,0.9,3.9,23.3,2.9,3.2,91.4,0.8,4.0,4.8,2.1,2.3,0.5,0.2,3.2,20.4,2,0,-0.2,35,24,17,9,8,24.9,11.9,4.1,9.7,41.8,1.1,3.2,32.7,2.8,3.6,77.0,1.6,4.3,5.9,2.8,2.3,0.2,0.8,3.2,23.8,0,0,2.3,27,23,16,5,11,28.2,13.9,4.2,11.4,36.8,0.8,4.1,19.7,4.7,5.4,87.2,2.6,5.2,7.8,2.5,2.2,0.8,0.9,3.1,28.3,5,0,-3.6
DANA EVANS,193370.0,CHI,193370.0,CHI,193370.0,CHI,193370.0,CHI,,,69,29,4,0,4,12.9,3.0,1.0,3.0,33.3,0.5,0.5,100,0.5,1.0,50.0,0.3,0.8,1.0,0.3,1.0,0.3,0.5,1.3,6.3,0,0,-8.0,51,26,19,9,10,9.2,3.9,1.6,2.8,58.5,0.0,0.0,0.0,0.7,1.1,65.0,0.9,1.5,2.4,0.4,0.2,0.3,0.4,1.3,8.0,0,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIJONAI CARRINGTON,193370.0,CON,193370.0,CON,193370.0,CON,193370.0,CON,,,32,26,39,27,12,29.6,12.7,4.4,11.0,40.3,0.7,2.7,25.0,3.2,4.0,79.0,1.4,3.7,5.0,1.6,1.9,1.6,0.4,2.6,24.0,2,0,3.0,57,23,40,19,21,14.6,3.7,1.4,4.2,33.7,0.2,0.7,21.4,0.8,1.0,75.6,0.4,2.0,2.4,2.3,1.4,0.4,0.3,1.7,9.9,0,0,-0.3,80,25,11,4,7,11.0,2.6,1.0,2.4,42.3,0.3,1.0,27.3,0.4,0.7,50.0,0.2,1.5,1.6,0.4,0.8,0.5,0.2,0.7,6.2,0,0,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHATORI WALKER-KIMBROUGH,192850.0,WAS,192850.0,WAS,72141.0,WAS,,,210623.0,PHX,65,26,31,13,18,10.8,3.2,1.1,2.8,40.7,0.5,1.7,32.1,0.4,0.6,55.0,0.5,1.0,1.5,0.3,0.5,0.5,0.4,0.9,7.2,0,0,-3.3,75,31,40,34,6,19.8,2.2,0.9,2.1,43.4,0.1,0.7,18.5,0.2,0.5,50.0,1.1,4.7,5.9,0.6,0.4,0.7,1.0,1.8,12.0,0,0,5.7,77,26,25,19,6,16.1,3.0,1.0,2.4,41.7,0.4,1.2,29.0,0.6,0.7,83.3,0.4,1.2,1.6,3.4,1.3,0.6,0.1,0.9,9.6,0,0,0.0,74,24,5,5,0,5.6,2.6,1.0,2.0,50.0,0.6,0.8,75.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6,0.4,0.0,0.2,0.6,5.0,0,0,-0.6,65,27,16,5,11,10.2,3.4,1.2,4.0,29.7,0.8,2.9,25.5,0.3,0.4,57.1,0.1,1.3,1.3,0.3,0.4,0.2,0.1,1.1,6.2,0,0,-5.1
SIKA KONÉ,192527.0,WAS,192527.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICTARIA SAXTON,192527.0,IND,192527.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEGAN GUSTAFSON,190820.0,LV,74305.0,PHX,72141.0,PHX,16068.0,WAS,190500.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,27,40,9,31,26.3,3.5,1.7,2.6,65.0,0.0,0.0,0.0,0.2,0.3,50.0,1.3,5.1,6.3,1.3,1.5,1.0,1.1,2.2,15.2,0,0,-7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACHEL BANHAM,190000.0,CHI,74305.0,MIN,72141.0,MIN,31702.0,MIN,203000.0,MIN,82,27,11,3,8,9.1,2.0,0.5,2.7,20.0,0.2,1.4,13.3,0.7,0.9,80.0,0.7,0.8,1.5,0.2,1.2,0.1,0.1,1.3,4.3,0,0,-4.5,85,24,12,6,6,7.8,1.8,0.7,1.8,38.1,0.2,0.6,28.6,0.3,0.7,37.5,0.9,1.5,2.4,0.6,0.8,0.4,0.1,0.7,5.9,0,0,-2.8,67,21,17,12,5,13.1,3.8,1.5,3.2,46.3,0.8,2.2,36.8,0.1,0.2,33.3,0.6,1.6,2.3,0.9,0.5,0.4,0.0,2.1,8.6,0,0,-2.8,98,23,10,7,3,3.5,0.4,0.1,0.7,14.3,0.1,0.6,16.7,0.1,0.1,100,0.0,0.4,0.4,0.2,0.3,0.1,0.0,0.3,1.3,0,0,-3.3,70,30,17,12,5,14.5,2.9,0.7,2.6,26.7,0.4,0.8,46.2,1.1,1.5,73.1,0.5,1.6,2.1,0.9,0.5,0.6,0.2,1.6,7.9,0,0,0.7
LI YUERU,186920.0,LA,186920.0,CHI,186920.0,CHI,,,,,88,28,27,10,17,9.4,1.2,0.6,1.0,61.5,0.0,0.0,0.0,0.0,0.1,50.0,0.4,1.6,2.0,0.4,0.4,0.3,0.5,1.0,5.2,0,0,-3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDSAY ALLEN,180000.0,CHI,74305.0,MIN,2678.0,MIN,70040.0,IND,57000.0,LV,73,25,11,4,7,9.3,2.8,0.9,2.3,40.0,0.2,0.5,40.0,0.8,1.3,64.3,0.4,1.0,1.4,0.6,0.9,0.5,0.0,1.1,5.9,0,0,-1.3,76,24,14,6,8,6.2,2.1,0.9,2.4,38.2,0.0,0.1,0.0,0.2,0.4,50.0,0.5,0.3,0.8,0.1,0.4,0.3,0.1,1.1,3.6,0,0,0.6,81,24,11,2,9,10.2,2.6,1.0,3.2,31.4,0.5,1.6,27.8,0.2,0.2,100,0.5,0.4,0.8,0.5,0.4,0.4,0.0,1.0,5.2,0,0,-5.5,96,28,14,6,8,4.6,0.9,0.4,0.8,45.5,0.0,0.0,0.0,0.2,0.4,60.0,0.5,0.9,1.4,0.4,0.2,0.2,0.2,0.4,3.6,0,0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILIANA RUPERT,179452.0,ATL,179452.0,ATL,179452.0,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JULIE ALLEMAND,170000.0,LA,187819.0,CHI,187819.0,CHI,187819.0,IND,187819.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,23,7,1,6,14.2,3.9,1.3,2.9,45.0,1.0,1.7,58.3,0.3,0.3,100,0.7,0.4,1.1,2.0,0.3,0.1,0.1,0.4,8.6,0,0,-2.0
LEXIE BROWN,158340.0,LA,158340.0,LA,72141.0,LA,47185.0,CHI,191720.0,MIN,60,27,38,30,8,12.1,3.4,1.4,3.5,40.9,0.4,1.5,25.9,0.2,0.3,66.7,0.4,1.2,1.5,0.9,0.7,0.6,0.3,1.0,8.1,0,0,0.9,33,29,12,6,6,30.3,12.4,4.5,9.3,48.6,2.3,5.4,41.5,1.2,1.3,87.5,0.2,1.9,2.1,2.4,1.3,0.9,0.3,1.2,21.5,0,0,0.3,73,24,12,7,5,9.6,3.3,1.2,3.2,36.8,0.6,1.6,36.8,0.3,0.5,66.7,0.3,0.5,0.8,0.4,1.0,0.3,0.0,0.7,5.5,0,0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,26,15,7,8,15.3,2.7,1.1,2.5,42.1,0.5,1.4,33.3,0.1,0.4,16.7,0.3,2.1,2.5,0.8,0.5,0.3,0.3,2.0,7.7,0,0,0.2
AERIAL POWERS,155000.0,ATL,588801.0,MIN,588801.0,MIN,588801.0,MIN,,,57,33,39,20,19,14.0,3.6,1.5,3.6,41.1,0.4,1.3,28.8,0.3,0.3,84.6,0.2,1.2,1.4,1.8,0.9,0.4,0.1,1.2,8.2,0,0,-1.2,87,30,34,14,20,7.4,1.7,0.5,2.1,25.7,0.2,1.1,16.2,0.4,0.6,75.0,0.2,0.9,1.1,0.3,0.4,0.2,0.5,1.3,4.7,0,0,-1.6,20,29,35,13,22,27.0,14.4,4.9,12.6,38.5,0.9,3.1,30.8,3.8,4.6,81.5,1.3,3.4,4.7,2.9,2.6,1.2,0.3,1.8,25.9,3,0,-3.7,28,28,14,10,4,22.1,13.4,4.4,10.2,42.7,0.8,2.5,31.4,3.9,4.3,91.7,0.9,2.7,3.6,2.1,2.9,0.4,0.4,2.1,21.4,0,0,3.4,13,27,6,3,3,29.8,16.3,5.3,11.5,46.4,1.5,4.3,34.6,4.2,5.0,83.3,0.3,4.5,4.8,2.5,1.8,1.5,0.0,2.7,28.2,0,0,7.2
NYARA SABALLY,152726.0,NY,152726.0,NY,,,,,,,90,25,28,10,18,7.9,1.2,0.5,1.3,42.9,0.0,0.0,0.0,0.1,0.2,60.0,0.7,0.8,1.5,0.5,0.4,0.3,0.1,1.2,4.0,0,0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRITTNEY GRINER,150000.0,PHX,165100.0,PHX,664544.0,PHX,664544.0,PHX,664544.0,PHX,12,34,30,15,15,28.7,17.8,7.3,12.6,57.9,0.3,0.6,50.0,2.9,3.7,77.7,1.8,4.8,6.6,2.3,1.8,0.5,1.5,1.9,31.1,2,0,0.1,12,33,31,8,23,27.6,17.5,7.1,12.6,56.0,0.0,0.3,11.1,3.4,4.4,77.2,1.2,5.1,6.3,2.2,2.1,0.5,1.6,2.1,30.3,7,0,-3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31,30,17,13,32.8,20.5,8.3,14.4,57.5,0.1,0.3,44.4,3.8,4.5,84.6,2.4,7.1,9.5,2.7,2.2,0.4,1.9,2.4,37.4,16,0,3.3,9,30,12,6,6,31.8,17.7,7.3,14.6,49.7,0.0,0.1,0.0,3.2,3.9,80.9,1.5,6.0,7.5,3.0,2.5,0.3,1.8,2.5,32.5,1,0,2.3
TINA CHARLES,130000.0,ATL,,,34285.0,SEA,175000.0,WAS,448000.0,WAS,25,35,39,15,24,29.7,14.9,6.2,13.7,45.6,0.3,1.1,26.2,2.2,2.7,78.5,2.5,7.1,9.6,2.3,1.6,0.9,0.5,2.5,29.9,21,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,34,34,16,18,28.9,14.8,5.8,12.7,45.7,1.1,3.2,35.5,2.0,2.4,82.7,1.5,5.8,7.3,2.0,2.1,0.7,0.7,2.8,28.0,5,0,-0.3,1,33,27,9,18,33.3,23.4,8.8,19.6,44.9,1.9,5.1,36.5,3.9,4.7,82.0,2.7,6.9,9.6,2.1,2.2,0.9,0.9,2.3,40.4,12,0,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTOU NDOUR,125000.0,CON,115000.0,CHI,,,70040.0,CHI,571816.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMOND DESHIELDS,100000.0,CHI,304500.0,DAL,304500.0,PHX,232178.0,CHI,232178.0,CHI,96,27,5,3,2,3.3,1.0,0.4,1.4,28.6,0.2,1.2,16.7,0.0,0.0,0.0,0.2,0.2,0.4,0.4,0.6,0.8,0.0,0.4,3.6,0,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,28,30,13,17,25.3,13.1,4.7,12.2,38.8,0.7,3.0,23.6,2.9,3.8,76.5,0.6,3.2,3.8,2.2,2.3,1.0,0.5,3.3,22.9,1,0,-3.9,40,27,32,16,16,26.9,11.3,3.8,9.8,39.3,0.8,2.5,30.0,2.8,3.5,82.0,0.4,3.1,3.5,2.3,1.9,1.2,0.4,3.2,21.0,0,0,-0.2,71,31,22,18,4,17.4,2.9,1.0,2.3,46.0,0.0,0.0,0.0,0.8,1.0,77.3,1.5,3.1,4.6,0.9,0.8,0.2,0.1,1.0,9.0,0,0,3.9
TIFFANY HAYES,88000.0,LV,162477.0,CON,215000.0,ATL,465560.0,ATL,465560.0,ATL,52,22,27,19,8,8.0,4.0,1.3,3.1,42.9,0.1,0.3,57.1,1.1,1.3,86.1,0.5,1.5,2.0,0.4,0.5,0.2,0.1,0.9,7.2,0,0,1.0,35,34,40,27,13,27.0,12.1,4.2,8.8,47.6,1.2,3.3,36.6,2.5,3.2,77.8,1.0,2.1,3.0,2.6,1.4,0.9,0.1,2.9,20.7,0,0,2.7,13,33,11,4,7,27.5,16.2,6.0,11.0,54.5,1.6,3.8,42.9,2.5,3.7,68.3,0.3,3.4,3.6,2.1,2.0,0.7,0.1,3.0,25.2,0,0,-4.4,20,32,21,7,14,28.3,14.7,5.0,11.4,43.8,1.6,4.0,40.5,3.0,3.6,85.3,0.7,2.5,3.2,3.0,1.5,1.6,0.2,3.1,26.0,0,0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHENNEDY CARTER,76535.0,CHI,,,213597.0,LA,213597.0,ATL,213597.0,ATL,14,25,33,13,20,26.0,17.5,7.2,14.8,48.7,0.3,0.9,29.0,2.8,3.8,73.0,0.7,2.9,3.5,3.1,1.7,1.1,0.2,3.2,26.9,0,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,23,34,12,22,19.8,4.4,1.7,3.6,48.0,0.0,0.1,0.0,0.9,1.1,82.1,1.5,3.5,5.1,1.2,1.2,0.6,0.3,1.5,12.6,1,0,-0.8,24,23,11,5,6,25.5,14.2,5.5,12.0,45.5,0.1,0.8,11.1,3.2,3.6,87.5,0.5,0.8,1.3,3.3,2.1,0.7,0.4,3.0,21.0,0,0,-0.9,10,22,16,6,10,25.4,17.4,6.6,14.0,47.3,0.8,2.0,37.5,3.4,4.2,82.1,0.5,1.8,2.3,3.4,2.7,0.9,0.3,3.6,26.3,0,0,-5.3
GABBY WILLIAMS,76535.0,SEA,100000.0,SEA,144000.0,SEA,,,232178.0,CHI,45,28,12,7,5,29.2,10.3,4.2,8.7,48.1,0.8,2.6,32.3,1.2,1.6,73.7,0.8,3.3,4.0,3.7,1.4,1.7,0.3,1.8,22.7,0,0,1.8,55,24,39,22,17,8.2,3.7,1.5,2.9,50.9,0.1,0.4,33.3,0.7,0.7,93.1,0.9,0.6,1.6,0.2,0.2,0.2,0.2,0.7,6.4,0,0,0.7,69,26,33,13,20,9.6,3.8,1.5,2.8,54.9,0.4,0.8,46.2,0.4,0.5,76.5,0.5,1.4,1.9,0.5,0.7,0.2,0.2,1.9,7.3,1,0,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,26,13,4,9,11.6,3.5,1.5,4.4,35.1,0.5,1.9,24.0,0.0,0.0,0.0,1.0,1.9,2.9,0.5,0.5,0.2,0.5,2.2,8.8,0,0,-6.0
JOYNER HOLMES,76535.0,SEA,,,14968.0,CON,,,59750.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAELA DAVIS,76535.0,CHI,,,1607.0,PHX,,,57000.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENNEDY BURKE,76535.0,NY,,,,,182662.0,SEA,182662.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,30,36,22,14,12.9,1.8,0.7,2.3,31.0,0.2,0.9,20.6,0.2,0.3,66.7,0.2,0.9,1.1,2.6,1.1,0.4,0.1,0.7,6.7,0,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,22,18,2,16,11.4,3.3,1.4,4.3,32.1,0.3,2.4,14.0,0.2,0.3,60.0,0.6,0.9,1.5,0.3,0.4,0.2,0.0,0.8,5.9,0,0,-7.1
MONIQUE BILLINGS,76535.0,PHX,145000.0,ATL,140000.0,ATL,184614.0,ATL,184614.0,ATL,66,29,35,21,14,12.7,3.1,1.2,3.5,33.3,0.6,2.0,31.9,0.2,0.3,66.7,0.5,1.4,2.0,0.8,0.6,0.4,0.2,1.2,7.7,0,0,1.6,92,24,9,3,6,4.1,1.4,0.6,1.4,38.5,0.0,0.4,0.0,0.3,0.3,100,0.1,0.3,0.4,0.0,0.1,0.1,0.2,0.6,2.6,0,0,2.1,87,24,10,0,10,5.8,2.2,0.7,1.2,58.3,0.1,0.4,25.0,0.7,1.4,50.0,0.1,0.7,0.8,0.2,0.9,0.2,0.0,0.2,3.7,0,0,-0.4,62,29,21,14,7,12.0,3.7,1.2,2.9,42.6,0.0,0.0,0.0,1.2,1.3,89.3,0.6,1.6,2.1,1.2,0.6,0.6,0.2,1.6,8.6,0,0,1.0,58,22,21,13,8,11.2,3.8,1.4,3.9,36.6,0.7,1.6,42.4,0.2,0.3,71.4,0.7,1.6,2.3,0.3,0.7,0.4,0.4,1.0,8.7,0,0,1.8
ODYSSEY SIMS,76535.0,LA,46522.0,DAL,2678.0,CON,75000.0,ATL,351000.0,MIN,33,32,24,5,19,29.2,12.6,4.9,10.1,48.3,0.8,2.4,34.5,2.0,2.6,76.2,0.7,1.4,2.1,5.3,2.2,1.2,0.2,1.5,23.6,1,0,-4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,24,20,9,11,10.2,2.8,1.0,2.7,37.7,0.3,1.0,25.0,0.6,0.8,73.3,0.1,1.0,1.0,1.2,0.8,0.4,0.4,0.9,6.7,0,0,-0.1,58,24,30,25,5,16.3,4.3,1.6,4.4,36.8,0.3,1.1,30.3,0.7,0.8,87.5,1.1,1.7,2.8,1.1,0.9,0.5,0.4,2.0,10.2,1,0,2.7,54,27,6,1,5,8.8,4.0,1.3,3.5,38.1,1.2,3.2,36.8,0.2,0.3,50.0,0.0,0.0,0.0,0.8,1.0,0.5,0.0,0.5,7.0,0,0,-1.5
SYDNEY COLSON,76535.0,LV,74305.0,LV,72141.0,LV,,,70000.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEMI FAGBENLE,76535.0,IND,,,,,,,,,75,23,22,9,13,14.9,2.6,1.0,2.8,33.9,0.3,1.4,20.0,0.5,0.8,55.6,0.3,1.0,1.3,1.3,1.0,0.7,0.5,1.0,7.7,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICTORIA VIVIANS,76535.0,SEA,272000.0,IND,72141.0,IND,213836.0,IND,213836.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,24,5,3,2,10.8,1.6,0.6,2.0,30.0,0.2,0.6,33.3,0.2,0.4,50.0,0.0,0.4,0.4,1.8,1.6,0.0,0.0,1.0,4.0,0,0,-4.4,50,28,35,5,30,26.9,9.8,3.6,10.7,33.6,1.3,4.5,28.0,1.3,1.8,74.2,0.7,2.9,3.6,2.4,2.1,1.1,0.3,2.4,19.7,0,0,-7.1,75,31,24,5,19,9.8,2.5,0.9,3.5,25.9,0.6,2.8,21.2,0.1,0.2,40.0,0.1,0.8,0.9,0.3,0.1,0.4,0.2,1.1,5.5,0,0,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRYSTAL DANGERFIELD,76529.0,LA,160000.0,DAL,25745.0,NY,187738.0,MIN,187738.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,24,36,31,5,11.8,3.7,1.5,4.3,34.6,0.6,2.3,24.4,0.2,0.3,60.0,0.4,1.2,1.6,0.5,0.4,0.4,0.1,1.3,7.4,0,0,-0.6,94,27,5,3,2,10.7,2.0,0.8,1.6,50.0,0.0,0.0,0.0,0.4,0.6,66.7,0.4,1.4,1.8,0.2,1.4,0.0,0.0,1.4,4.0,0,0,-8.8,64,22,28,11,17,12.3,3.4,1.4,3.1,46.5,0.0,0.0,0.0,0.6,0.8,69.6,1.1,2.5,3.6,0.2,0.5,0.1,0.2,1.8,7.9,1,0,-3.5,14,23,21,13,8,30.0,16.2,5.9,12.5,47.1,1.6,4.9,33.3,2.8,3.0,92.2,0.2,1.7,2.0,3.6,2.5,0.9,0.0,1.5,25.2,0,0,3.0
