Nombre,Contrato 2024,Equipo 2024,Contrato 2023,Equipo 2023,Contrato 2022,Equipo 2022,Contrato 2021,Equipo 2021,Contrato 2020,Equipo 2020,RANK 2024,PLAYER 2024,TEAM 2024,AGE 2024,GP 2024,W 2024,L 2024,MIN 2024,PTS 2024,FGM 2024,FGA 2024,FG% 2024,3PM 2024,3PA 2024,3P% 2024,FTM 2024,FTA 2024,FT% 2024,OREB 2024,DREB 2024,REB 2024,AST 2024,TOV 2024,STL 2024,BLK 2024,PF 2024,FP 2024,DD2 2024,TD3 2024,+/- 2024,RANK 2023,PLAYER 2023,TEAM 2023,AGE 2023,GP 2023,W 2023,L 2023,MIN 2023,PTS 2023,FGM 2023,FGA 2023,FG% 2023,3PM 2023,3PA 2023,3P% 2023,FTM 2023,FTA 2023,FT% 2023,OREB 2023,DREB 2023,REB 2023,AST 2023,TOV 2023,STL 2023,BLK 2023,PF 2023,FP 2023,DD2 2023,TD3 2023,+/- 2023,RANK 2022,PLAYER 2022,TEAM 2022,AGE 2022,GP 2022,W 2022,L 2022,MIN 2022,PTS 2022,FGM 2022,FGA 2022,FG% 2022,3PM 2022,3PA 2022,3P% 2022,FTM 2022,FTA 2022,FT% 2022,OREB 2022,DREB 2022,REB 2022,AST 2022,TOV 2022,STL 2022,BLK 2022,PF 2022,FP 2022,DD2 2022,TD3 2022,+/- 2022,RANK 2021,PLAYER 2021,TEAM 2021,AGE 2021,GP 2021,W 2021,L 2021,MIN 2021,PTS 2021,FGM 2021,FGA 2021,FG% 2021,3PM 2021,3PA 2021,3P% 2021,FTM 2021,FTA 2021,FT% 2021,OREB 2021,DREB 2021,REB 2021,AST 2021,TOV 2021,STL 2021,BLK 2021,PF 2021,FP 2021,DD2 2021,TD3 2021,+/- 2021,RANK 2020,PLAYER 2020,TEAM 2020,AGE 2020,GP 2020,W 2020,L 2020,MIN 2020,PTS 2020,FGM 2020,FGA 2020,FG% 2020,3PM 2020,3PA 2020,3P% 2020,FTM 2020,FTA 2020,FT% 2020,OREB 2020,DREB 2020,REB 2020,AST 2020,TOV 2020,STL 2020,BLK 2020,PF 2020,FP 2020,DD2 2020,TD3 2020,+/- 2020
RHYNE HOWARD,226668.0,ATL,226668.0,ATL,226668.0,ATL,,,,,15,RHYNE HOWARD,ATL,24,30,14,16,33.9,17.3,5.6,15.0,37.1,2.7,8.1,32.9,3.5,4.5,78.4,0.8,3.5,4.4,3.1,1.7,1.8,0.6,2.1,32.3,2,0,1.0,13,RHYNE HOWARD,ATL,24,39,18,21,32.9,17.5,5.8,15.1,38.5,2.5,7.2,35.2,3.3,4.2,78.8,0.7,4.3,4.9,3.5,1.9,1.3,0.6,2.8,32.4,2,0,-0.3,12,RHYNE HOWARD,ATL,23,34,13,21,31.3,16.2,5.4,15.0,36.1,2.5,7.3,34.3,2.9,3.7,79.2,0.8,3.7,4.5,2.8,1.6,1.6,0.8,2.6,30.8,0,0,-4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAKIRA AUSTIN,226668.0,WAS,226668.0,WAS,226668.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRACE BERGER,224026.0,IND,224026.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HALEY JONES,224026.0,ATL,224026.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAETICIA AMIHERE,224026.0,ATL,224026.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOU LOPEZ-SENECHAL,224026.0,DAL,224026.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAYLA THORNTON,222000.0,NY,305956.0,NY,305956.0,DAL,305956.0,DAL,262900.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARI MCDONALD,220067.0,LA,220067.0,ATL,220067.0,ATL,220067.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWAK KUIER,220067.0,DAL,220067.0,DAL,220067.0,DAL,220067.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALYSHA CLARK,220000.0,LV,220000.0,LV,366000.0,WAS,366000.0,WAS,252400.0,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEXIE HULL,217502.0,IND,217502.0,IND,217502.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JORDAN HORSTON,214588.0,SEA,214588.0,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIA COOKE,214588.0,LA,214588.0,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRIONNA JONES,212000.0,CON,208000.0,CON,240000.0,CON,240000.0,CON,,,29,BRIONNA JONES,CON,28,40,28,12,27.2,13.7,5.5,10.2,53.8,0.1,0.4,14.3,2.7,3.6,73.8,2.2,3.4,5.5,1.5,1.3,1.2,0.6,2.7,24.3,0,0,6.5,20,BRIONNA JONES,CON,28,13,10,3,31.7,15.9,6.2,10.8,57.1,0.2,0.3,50.0,3.5,4.5,77.6,3.2,5.0,8.2,2.4,2.2,1.8,0.5,4.1,31.4,4,0,5.1,22,BRIONNA JONES,CON,27,36,25,11,25.1,13.8,5.2,9.1,56.9,0.0,0.2,0.0,3.4,4.1,84.4,2.6,2.5,5.1,1.2,1.5,1.2,0.4,2.6,23.3,0,0,5.5,19,BRIONNA JONES,CON,26,32,26,6,30.6,14.7,6.1,10.6,57.1,0.0,0.1,0.0,2.6,3.2,79.6,3.2,4.2,7.3,1.8,2.2,1.4,0.5,3.0,27.6,4,0,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICHAELA ONYENWERE,211167.0,CHI,211167.0,PHX,211167.0,NY,211167.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIERSTAN BELL,208338.0,LV,208338.0,LV,208338.0,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DORKA JUHASZ,205145.0,MIN,205145.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREANNA STEWART,205000.0,NY,175000.0,NY,228094.0,SEA,375500.0,SEA,375500.0,SEA,4,BREANNA STEWART,NYL,30,38,30,8,32.7,20.4,7.0,15.2,45.8,1.2,4.1,29.5,5.3,6.3,84.5,1.6,6.9,8.5,3.5,1.7,1.7,1.3,2.1,39.6,16,0,7.9,2,BREANNA STEWART,NYL,29,40,32,8,34.1,23.0,7.9,17.0,46.5,2.1,5.8,35.5,5.1,6.0,85.1,1.6,7.7,9.3,3.8,1.5,1.5,1.6,1.9,44.1,20,0,8.9,1,BREANNA STEWART,SEA,28,34,22,12,30.9,21.8,7.5,15.9,47.2,2.0,5.2,37.9,4.8,5.8,83.7,1.4,6.2,7.6,2.9,1.3,1.6,0.9,2.1,39.2,6,0,6.7,3,BREANNA STEWART,SEA,27,28,20,8,33.3,20.3,6.9,15.8,43.9,1.7,5.1,33.3,4.8,5.6,84.7,1.2,8.3,9.5,2.7,1.7,1.2,1.8,1.8,40.1,13,0,7.5,4,BREANNA STEWART,SEA,26,20,17,3,30.4,19.7,6.7,14.8,45.1,1.8,4.8,36.8,4.7,5.2,89.4,1.0,7.3,8.3,3.6,2.5,1.7,1.3,2.3,39.2,5,0,10.1
NNEKA OGWUMIKE,204500.0,SEA,169500.0,LA,386817.0,LA,386817.0,LA,456000.0,LA,17,NNEKA OGWUMIKE,SEA,34,37,23,14,31.8,16.7,6.8,13.3,51.1,0.8,2.0,40.5,2.3,2.6,87.6,1.9,5.7,7.6,2.3,1.3,1.9,0.5,2.3,32.2,8,0,6.0,6,NNEKA OGWUMIKE,LAS,33,36,16,20,31.1,19.1,7.3,14.3,51.2,0.6,1.7,33.9,3.9,4.5,87.0,1.7,7.1,8.8,2.7,2.2,1.7,0.7,2.6,36.0,16,0,1.0,7,NNEKA OGWUMIKE,LAS,32,34,13,21,31.4,18.1,7.3,13.5,54.4,0.6,1.7,36.8,2.8,3.4,82.6,1.4,5.2,6.6,2.0,1.8,1.7,0.4,2.4,31.5,6,0,-3.7,21,NNEKA OGWUMIKE,LAS,31,18,8,10,31.7,14.5,6.1,11.4,53.2,0.6,1.7,36.7,1.8,2.2,80.0,1.4,5.1,6.5,2.7,2.2,1.4,0.3,1.8,27.7,3,0,-3.4,30,NNEKA OGWUMIKE,LAS,30,18,14,4,26.2,13.3,5.3,9.3,56.9,0.5,1.0,50.0,2.3,2.7,83.7,1.2,3.7,4.8,1.7,1.6,1.1,0.2,2.3,22.8,0,0,3.7
KIAH STOKES,203000.0,LV,81000.0,LV,115000.0,LV,35200.0,LV,143265.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWANNA BONNER,200000.0,CON,899480.0,CON,899480.0,CON,899480.0,CON,899480.0,CON,22,DEWANNA BONNER,CON,37,40,28,12,31.8,15.0,5.3,12.8,41.5,1.5,4.9,29.4,3.0,3.6,83.2,0.6,5.4,6.0,2.0,1.4,1.2,0.7,1.8,28.1,3,0,6.1,14,DEWANNA BONNER,CON,36,40,27,13,30.1,17.4,5.8,13.7,42.5,1.9,5.7,32.9,3.9,4.5,86.2,0.9,4.7,5.6,2.2,1.5,1.1,0.6,1.6,30.4,3,0,4.7,26,DEWANNA BONNER,CON,35,33,23,10,30.0,13.5,4.7,10.8,43.9,1.4,4.2,32.9,2.6,3.2,82.7,0.8,4.0,4.7,2.8,1.6,1.2,0.3,1.8,25.5,2,0,6.1,16,DEWANNA BONNER,CON,34,32,26,6,31.9,15.2,5.0,12.6,39.5,1.4,4.3,31.7,3.9,4.3,89.2,0.7,5.8,6.4,3.4,2.2,1.3,0.7,1.6,30.3,4,0,8.7,3,DEWANNA BONNER,CON,33,22,10,12,33.3,19.7,6.7,16.0,42.2,1.2,4.9,25.2,5.0,5.6,89.5,1.5,6.3,7.8,3.0,2.4,1.7,0.5,2.1,36.2,5,0,2.8
LAYSHIA CLARENDON,200000.0,LA,74305.0,LA,,,33914.0,MIN,240000.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRISTY WALLACE,199170.0,IND,199170.0,IND,199170.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAZ HILLMON,199170.0,ATL,199170.0,ATL,199170.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLIVIA NELSON-ODODA,199170.0,CON,199170.0,CON,199170.0,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYASHA HARRIS,197113.0,CON,197113.0,CON,205016.0,DAL,205016.0,DAL,205016.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAMIRIS DANTAS,197100.0,IND,,,210000.0,MIN,210000.0,MIN,210000.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATOU SABALLY,195000.0,DAL,213597.0,DAL,213597.0,DAL,213597.0,DAL,213597.0,DAL,10,SATOU SABALLY,DAL,26,15,3,12,34.2,17.9,5.9,13.9,42.6,2.5,5.6,45.2,3.5,4.5,77.9,1.2,5.2,6.4,5.0,2.5,1.3,0.5,3.2,35.5,0,0,-3.5,9,SATOU SABALLY,DAL,26,38,21,17,33.1,18.6,6.2,14.3,43.5,1.7,4.8,36.1,4.4,5.0,87.4,2.3,5.8,8.1,4.4,2.9,1.8,0.4,3.6,37.3,14,1,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,SATOU SABALLY,DAL,23,16,5,11,28.2,13.9,4.2,11.4,36.8,0.8,4.1,19.7,4.7,5.4,87.2,2.6,5.2,7.8,2.5,2.2,0.8,0.9,3.1,28.3,5,0,-3.6
DANA EVANS,193370.0,CHI,193370.0,CHI,193370.0,CHI,193370.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIJONAI CARRINGTON,193370.0,CON,193370.0,CON,193370.0,CON,193370.0,CON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHATORI WALKER-KIMBROUGH,192850.0,WAS,192850.0,WAS,72141.0,WAS,,,210623.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIKA KONÉ,192527.0,WAS,192527.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICTARIA SAXTON,192527.0,IND,192527.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEGAN GUSTAFSON,190820.0,LV,74305.0,PHX,72141.0,PHX,16068.0,WAS,190500.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACHEL BANHAM,190000.0,CHI,74305.0,MIN,72141.0,MIN,31702.0,MIN,203000.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI YUERU,186920.0,LA,186920.0,CHI,186920.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDSAY ALLEN,180000.0,CHI,74305.0,MIN,2678.0,MIN,70040.0,IND,57000.0,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILIANA RUPERT,179452.0,ATL,179452.0,ATL,179452.0,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JULIE ALLEMAND,170000.0,LA,187819.0,CHI,187819.0,CHI,187819.0,IND,187819.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEXIE BROWN,158340.0,LA,158340.0,LA,72141.0,LA,47185.0,CHI,191720.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AERIAL POWERS,155000.0,ATL,588801.0,MIN,588801.0,MIN,588801.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,AERIAL POWERS,MIN,29,35,13,22,27.0,14.4,4.9,12.6,38.5,0.9,3.1,30.8,3.8,4.6,81.5,1.3,3.4,4.7,2.9,2.6,1.2,0.3,1.8,25.9,3,0,-3.7,28,AERIAL POWERS,MIN,28,14,10,4,22.1,13.4,4.4,10.2,42.7,0.8,2.5,31.4,3.9,4.3,91.7,0.9,2.7,3.6,2.1,2.9,0.4,0.4,2.1,21.4,0,0,3.4,13,AERIAL POWERS,WAS,27,6,3,3,29.8,16.3,5.3,11.5,46.4,1.5,4.3,34.6,4.2,5.0,83.3,0.3,4.5,4.8,2.5,1.8,1.5,0.0,2.7,28.2,0,0,7.2
NYARA SABALLY,152726.0,NY,152726.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRITTNEY GRINER,150000.0,PHX,165100.0,PHX,664544.0,PHX,664544.0,PHX,664544.0,PHX,12,BRITTNEY GRINER,PHO,34,30,15,15,28.7,17.8,7.3,12.6,57.9,0.3,0.6,50.0,2.9,3.7,77.7,1.8,4.8,6.6,2.3,1.8,0.5,1.5,1.9,31.1,2,0,0.1,12,BRITTNEY GRINER,PHO,33,31,8,23,27.6,17.5,7.1,12.6,56.0,0.0,0.3,11.1,3.4,4.4,77.2,1.2,5.1,6.3,2.2,2.1,0.5,1.6,2.1,30.3,7,0,-3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BRITTNEY GRINER,PHO,31,30,17,13,32.8,20.5,8.3,14.4,57.5,0.1,0.3,44.4,3.8,4.5,84.6,2.4,7.1,9.5,2.7,2.2,0.4,1.9,2.4,37.4,16,0,3.3,9,BRITTNEY GRINER,PHO,30,12,6,6,31.8,17.7,7.3,14.6,49.7,0.0,0.1,0.0,3.2,3.9,80.9,1.5,6.0,7.5,3.0,2.5,0.3,1.8,2.5,32.5,1,0,2.3
TINA CHARLES,130000.0,ATL,,,34285.0,SEA,175000.0,WAS,448000.0,WAS,25,TINA CHARLES,ATL,35,39,15,24,29.7,14.9,6.2,13.7,45.6,0.3,1.1,26.2,2.2,2.7,78.5,2.5,7.1,9.6,2.3,1.6,0.9,0.5,2.5,29.9,21,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,TINA CHARLES,SEA,34,34,16,18,28.9,14.8,5.8,12.7,45.7,1.1,3.2,35.5,2.0,2.4,82.7,1.5,5.8,7.3,2.0,2.1,0.7,0.7,2.8,28.0,5,0,-0.3,1,TINA CHARLES,WAS,33,27,9,18,33.3,23.4,8.8,19.6,44.9,1.9,5.1,36.5,3.9,4.7,82.0,2.7,6.9,9.6,2.1,2.2,0.9,0.9,2.3,40.4,12,0,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTOU NDOUR,125000.0,CON,115000.0,CHI,,,70040.0,CHI,571816.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMOND DESHIELDS,100000.0,CHI,304500.0,DAL,304500.0,PHX,232178.0,CHI,232178.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIFFANY HAYES,88000.0,LV,162477.0,CON,215000.0,ATL,465560.0,ATL,465560.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,TIFFANY HAYES,ATL,33,11,4,7,27.5,16.2,6.0,11.0,54.5,1.6,3.8,42.9,2.5,3.7,68.3,0.3,3.4,3.6,2.1,2.0,0.7,0.1,3.0,25.2,0,0,-4.4,20,TIFFANY HAYES,ATL,32,21,7,14,28.3,14.7,5.0,11.4,43.8,1.6,4.0,40.5,3.0,3.6,85.3,0.7,2.5,3.2,3.0,1.5,1.6,0.2,3.1,26.0,0,0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHENNEDY CARTER,76535.0,CHI,,,213597.0,LA,213597.0,ATL,213597.0,ATL,14,CHENNEDY CARTER,CHI,25,33,13,20,26.0,17.5,7.2,14.8,48.7,0.3,0.9,29.0,2.8,3.8,73.0,0.7,2.9,3.5,3.1,1.7,1.1,0.2,3.2,26.9,0,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,CHENNEDY CARTER,ATL,23,11,5,6,25.5,14.2,5.5,12.0,45.5,0.1,0.8,11.1,3.2,3.6,87.5,0.5,0.8,1.3,3.3,2.1,0.7,0.4,3.0,21.0,0,0,-0.9,10,CHENNEDY CARTER,ATL,22,16,6,10,25.4,17.4,6.6,14.0,47.3,0.8,2.0,37.5,3.4,4.2,82.1,0.5,1.8,2.3,3.4,2.7,0.9,0.3,3.6,26.3,0,0,-5.3
