,Nombre,Contrato 2024,Equipo 2024,Contrato 2023,Equipo 2023,Contrato 2022,Equipo 2022,Contrato 2021,Equipo 2021,Contrato 2020,Equipo 2020,Contrato 2019,Equipo 2019,Contrato 2018,Equipo 2018,Contrato 2017,Equipo 2017,Contrato 2016,Equipo 2016,RANK 2024,AGE 2024,GP 2024,W 2024,L 2024,MIN 2024,PTS 2024,FGM 2024,FGA 2024,FG% 2024,3PM 2024,3PA 2024,3P% 2024,FTM 2024,FTA 2024,FT% 2024,OREB 2024,DREB 2024,REB 2024,AST 2024,TOV 2024,STL 2024,BLK 2024,PF 2024,FP 2024,DD2 2024,TD3 2024,+/- 2024,RANK 2023,AGE 2023,GP 2023,W 2023,L 2023,MIN 2023,PTS 2023,FGM 2023,FGA 2023,FG% 2023,3PM 2023,3PA 2023,3P% 2023,FTM 2023,FTA 2023,FT% 2023,OREB 2023,DREB 2023,REB 2023,AST 2023,TOV 2023,STL 2023,BLK 2023,PF 2023,FP 2023,DD2 2023,TD3 2023,+/- 2023,RANK 2022,AGE 2022,GP 2022,W 2022,L 2022,MIN 2022,PTS 2022,FGM 2022,FGA 2022,FG% 2022,3PM 2022,3PA 2022,3P% 2022,FTM 2022,FTA 2022,FT% 2022,OREB 2022,DREB 2022,REB 2022,AST 2022,TOV 2022,STL 2022,BLK 2022,PF 2022,FP 2022,DD2 2022,TD3 2022,+/- 2022,RANK 2021,AGE 2021,GP 2021,W 2021,L 2021,MIN 2021,PTS 2021,FGM 2021,FGA 2021,FG% 2021,3PM 2021,3PA 2021,3P% 2021,FTM 2021,FTA 2021,FT% 2021,OREB 2021,DREB 2021,REB 2021,AST 2021,TOV 2021,STL 2021,BLK 2021,PF 2021,FP 2021,DD2 2021,TD3 2021,+/- 2021,RANK 2020,AGE 2020,GP 2020,W 2020,L 2020,MIN 2020,PTS 2020,FGM 2020,FGA 2020,FG% 2020,3PM 2020,3PA 2020,3P% 2020,FTM 2020,FTA 2020,FT% 2020,OREB 2020,DREB 2020,REB 2020,AST 2020,TOV 2020,STL 2020,BLK 2020,PF 2020,FP 2020,DD2 2020,TD3 2020,+/- 2020,RANK 2019,AGE 2019,GP 2019,W 2019,L 2019,MIN 2019,PTS 2019,FGM 2019,FGA 2019,FG% 2019,3PM 2019,3PA 2019,3P% 2019,FTM 2019,FTA 2019,FT% 2019,OREB 2019,DREB 2019,REB 2019,AST 2019,TOV 2019,STL 2019,BLK 2019,PF 2019,FP 2019,DD2 2019,TD3 2019,+/- 2019,RANK 2018,AGE 2018,GP 2018,W 2018,L 2018,MIN 2018,PTS 2018,FGM 2018,FGA 2018,FG% 2018,3PM 2018,3PA 2018,3P% 2018,FTM 2018,FTA 2018,FT% 2018,OREB 2018,DREB 2018,REB 2018,AST 2018,TOV 2018,STL 2018,BLK 2018,PF 2018,FP 2018,DD2 2018,TD3 2018,+/- 2018,RANK 2017,AGE 2017,GP 2017,W 2017,L 2017,MIN 2017,PTS 2017,FGM 2017,FGA 2017,FG% 2017,3PM 2017,3PA 2017,3P% 2017,FTM 2017,FTA 2017,FT% 2017,OREB 2017,DREB 2017,REB 2017,AST 2017,TOV 2017,STL 2017,BLK 2017,PF 2017,FP 2017,DD2 2017,TD3 2017,+/- 2017,RANK 2016,AGE 2016,GP 2016,W 2016,L 2016,MIN 2016,PTS 2016,FGM 2016,FGA 2016,FG% 2016,3PM 2016,3PA 2016,3P% 2016,FTM 2016,FTA 2016,FT% 2016,OREB 2016,DREB 2016,REB 2016,AST 2016,TOV 2016,STL 2016,BLK 2016,PF 2016,FP 2016,DD2 2016,TD3 2016,+/- 2016
132,CHARISMA OSBORNE,64154.0,PHX,,,,,,,,,,,,,,,,,144.0,23.0,2.0,1.0,1.0,5.0,1.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,EMILY ENGSTLER,64154.0,WAS,,,226668.0,IND,,,,,,,,,,,,,77.0,24.0,32.0,14.0,18.0,14.5,6.2,2.4,4.8,49.4,0.8,1.8,47.4,0.6,0.7,81.8,1.4,2.6,4.0,1.5,0.7,0.6,0.8,1.5,15.2,1.0,0.0,0.0,135.0,24.0,12.0,6.0,6.0,7.8,1.8,0.7,1.8,38.1,0.2,0.6,28.6,0.3,0.7,37.5,0.9,1.5,2.4,0.6,0.8,0.4,0.1,0.7,5.9,0.0,0.0,-2.8,99.0,23.0,35.0,5.0,30.0,18.2,5.2,2.1,5.2,39.6,0.5,1.3,35.6,0.6,1.1,55.3,2.1,3.1,5.2,1.5,1.4,0.8,1.1,3.1,16.1,1.0,0.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,EZINNE KALU,64154.0,ATL,,,,,,,,,,,,,,,,,118.0,32.0,1.0,1.0,0.0,12.7,3.0,1.0,3.0,33.3,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,0.0,0.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,IVANA DOJKIC,64154.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,JAELYN BROWN,64154.0,DAL,,,,,,,,,,,,,,,,,124.0,26.0,14.0,4.0,10.0,10.1,2.6,1.1,2.2,48.4,0.4,0.9,50.0,0.1,0.2,33.3,0.5,1.0,1.5,0.4,0.9,0.3,0.3,1.1,6.1,0.0,0.0,-5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,JAYLYN SHERROD,64154.0,NY,,,,,,,,,,,,,,,,,133.0,23.0,10.0,7.0,3.0,3.7,1.9,0.7,1.4,50.0,0.2,0.6,33.3,0.3,0.6,50.0,0.2,0.1,0.3,0.5,0.2,0.3,0.1,0.4,3.7,0.0,0.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,JULIE VANLOO,64154.0,WAS,,,,,,,,,,,,,,,,,68.0,31.0,40.0,14.0,26.0,23.2,7.4,2.7,7.7,34.6,1.8,5.6,32.4,0.3,0.4,66.7,0.1,1.5,1.6,4.3,2.6,0.5,0.0,2.2,16.1,0.0,0.0,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,LORELA CUBAJ,64154.0,ATL,,,,,,,,,,,,,,,,,140.0,25.0,28.0,10.0,18.0,7.9,1.2,0.5,1.3,42.9,0.0,0.0,0.0,0.1,0.2,60.0,0.7,0.8,1.5,0.5,0.4,0.3,0.1,1.2,4.0,0.0,0.0,-2.0,155.0,25.0,3.0,1.0,2.0,6.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,0.0,0.3,0.0,0.3,1.3,3.0,0.0,0.0,4.0,160.0,24.0,11.0,6.0,5.0,8.0,0.7,0.4,1.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.3,2.1,0.4,0.5,0.0,0.2,1.1,3.5,0.0,0.0,-4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,MAYA CALDWELL,64154.0,ATL,68000.0,IND,1796.0,ATL,,,,,,,,,,,,,87.0,25.0,25.0,9.0,16.0,16.2,5.2,2.1,5.0,41.6,0.6,2.0,30.0,0.5,0.6,80.0,0.8,1.0,1.8,1.1,0.9,0.6,0.2,1.2,10.3,0.0,0.0,-4.2,131.0,25.0,30.0,10.0,20.0,10.1,1.9,0.7,2.4,29.2,0.1,1.0,13.8,0.4,0.5,85.7,0.3,0.6,0.9,0.6,0.7,0.3,0.1,0.9,4.4,0.0,0.0,-2.5,44.0,24.0,9.0,3.0,6.0,23.7,10.9,4.2,8.2,51.4,2.0,3.6,56.3,0.4,0.6,80.0,0.6,1.9,2.4,2.2,1.6,0.8,0.2,1.7,19.6,0.0,0.0,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,MIKIAH HERBERT HARRIGAN,64154.0,PHX,,,,,,SEA,205016.0,MIN,,,,,,,,,115.0,26.0,31.0,13.0,18.0,10.8,3.2,1.1,2.8,40.7,0.5,1.7,32.1,0.4,0.6,55.0,0.5,1.0,1.5,0.3,0.5,0.5,0.4,0.9,7.2,0.0,0.0,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,23.0,1.0,0.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,22.0,21.0,13.0,8.0,11.2,3.8,1.4,3.9,36.6,0.7,1.6,42.4,0.2,0.3,71.4,0.7,1.6,2.3,0.3,0.7,0.4,0.4,1.0,8.7,0.0,0.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,NATASHA MACK,64154.0,PHX,,,,,,,,,,,,,,,,,105.0,27.0,40.0,19.0,21.0,15.5,3.8,1.8,3.1,57.3,0.0,0.1,0.0,0.3,0.5,57.9,1.5,3.5,5.0,1.1,0.7,0.7,1.2,1.4,13.6,0.0,0.0,-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,24.0,4.0,3.0,1.0,4.5,1.5,0.5,0.8,66.7,0.0,0.0,0.0,0.5,0.5,100.0,0.3,0.8,1.0,0.0,0.5,0.0,0.0,0.5,2.5,0.0,0.0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,OLIVIA EPOUPA,64154.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,QUEEN EGBO,64154.0,LV,,WAS,208338.0,IND,,,,,,,,,,,,,135.0,24.0,8.0,5.0,3.0,3.6,1.5,0.6,1.5,41.7,0.0,0.0,0.0,0.3,0.3,100.0,0.4,0.9,1.3,0.0,0.0,0.4,0.1,0.5,3.8,0.0,0.0,0.0,90.0,24.0,37.0,13.0,24.0,12.8,4.8,2.0,4.0,50.0,0.0,0.0,0.0,0.8,1.3,63.8,1.1,3.2,4.3,0.3,0.9,0.4,0.6,2.3,11.5,0.0,0.0,-1.8,72.0,23.0,33.0,5.0,28.0,21.8,7.2,2.9,6.5,44.2,0.0,0.0,0.0,1.5,2.3,64.5,1.8,4.5,6.3,0.9,1.9,0.9,1.2,3.0,18.8,2.0,0.0,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,SEVGI UZUN,64154.0,DAL,,,,,,,,,,,,,,,,,98.0,26.0,40.0,9.0,31.0,20.5,4.4,1.7,5.0,34.2,0.5,2.1,23.8,0.5,0.6,82.6,0.2,1.4,1.6,3.0,1.8,0.9,0.3,1.5,11.9,0.0,0.0,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,SUG SUTTON,64154.0,WAS,62285.0,PHX,,,,,31290.0,WAS,,,,,,,,,130.0,25.0,29.0,18.0,11.0,13.1,2.3,0.8,2.7,30.8,0.3,1.4,25.0,0.3,0.4,69.2,0.2,0.8,1.0,2.1,1.2,0.6,0.0,0.9,6.9,0.0,0.0,-1.6,59.0,25.0,40.0,9.0,31.0,26.3,8.2,3.2,8.2,38.5,0.8,2.2,33.7,1.2,1.4,80.7,0.4,2.2,2.6,4.8,2.5,0.7,0.1,1.6,17.8,1.0,1.0,-6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,22.0,12.0,6.0,6.0,9.4,2.8,1.0,2.8,36.4,0.4,1.4,29.4,0.4,0.6,71.4,0.0,0.8,0.8,1.0,0.5,0.1,0.0,0.9,5.2,0.0,0.0,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,VERONICA BURTON,50180.0,CON,,DAL,217502.0,DAL,,,,,,,,,,,,,117.0,24.0,31.0,19.0,12.0,12.7,3.1,0.8,2.3,36.1,0.4,1.2,35.1,1.0,1.2,83.8,0.4,1.0,1.4,1.9,0.5,0.5,0.2,1.0,8.2,0.0,0.0,3.5,121.0,23.0,40.0,22.0,18.0,13.9,2.4,0.6,2.1,29.4,0.3,1.2,27.1,0.8,0.9,91.2,0.6,1.2,1.8,2.2,0.4,0.7,0.3,1.4,8.6,0.0,0.0,-0.3,132.0,22.0,36.0,18.0,18.0,15.2,2.6,0.7,2.1,32.9,0.3,1.2,27.9,0.9,0.9,100.0,0.5,1.0,1.5,1.9,1.0,0.9,0.3,1.4,8.8,0.0,0.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,ELENA DELLE DONNE,,,,WAS,,WAS,,WAS,899480.0,WAS,345000.0,WAS,345000.0,WAS,345000.0,WAS,345000.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,34.0,23.0,13.0,10.0,27.5,16.7,6.2,12.7,48.5,1.0,2.7,39.3,3.3,3.5,93.8,0.9,4.6,5.4,2.1,1.3,0.8,0.9,1.9,28.7,2.0,0.0,5.3,9.0,33.0,25.0,18.0,7.0,27.8,17.2,6.2,12.9,48.0,1.4,3.8,36.8,3.4,3.7,91.3,1.2,5.1,6.3,2.3,1.1,0.5,1.1,1.4,30.3,3.0,0.0,6.3,26.0,32.0,3.0,1.0,2.0,17.4,13.7,4.3,9.0,48.1,1.0,1.7,60.0,4.0,4.0,100.0,1.0,3.3,4.3,0.7,0.7,0.0,0.3,0.7,20.3,0.0,0.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,28.0,25.0,14.0,11.0,30.3,19.7,6.4,12.9,49.4,1.3,3.4,38.8,5.7,6.0,95.3,1.6,5.2,6.8,1.6,1.5,0.8,1.4,2.0,34.0,5.0,0.0,4.0,2.0,27.0,28.0,14.0,14.0,33.2,21.5,7.6,15.8,48.5,1.5,3.6,42.6,4.6,5.0,93.5,1.7,5.3,7.0,1.9,1.3,0.6,1.5,2.3,36.1,3.0,0.0,0.7
149,JASMINE THOMAS,,,,LA,,CON,565000.0,CON,237000.0,CON,237000.0,CON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,34.0,32.0,12.0,20.0,12.8,2.7,0.9,3.4,27.3,0.5,1.9,24.2,0.3,0.3,90.9,0.3,0.8,1.1,1.3,0.7,0.3,0.2,0.9,6.4,0.0,0.0,-1.6,83.0,33.0,5.0,4.0,1.0,21.8,6.6,1.6,6.0,26.7,1.0,2.6,38.5,2.4,2.6,92.3,0.4,1.8,2.2,3.0,1.4,0.6,0.2,1.4,14.4,0.0,0.0,6.8,44.0,32.0,30.0,24.0,6.0,29.6,10.6,3.8,9.8,38.6,1.4,3.5,40.0,1.6,1.9,87.5,0.4,2.0,2.4,4.0,2.2,1.3,0.2,1.8,21.4,0.0,0.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,29.0,34.0,21.0,13.0,28.1,12.9,4.7,11.8,39.8,1.4,4.4,31.1,2.1,2.4,85.5,0.8,2.5,3.3,4.8,2.5,1.1,0.2,2.1,24.9,0.0,0.0,3.0,21.0,28.0,32.0,20.0,12.0,28.2,14.2,5.3,12.7,42.1,1.7,4.2,40.3,1.8,2.3,78.1,0.4,1.9,2.3,4.3,2.4,1.6,0.1,1.6,25.9,0.0,0.0,5.1,31.0,27.0,34.0,14.0,20.0,32.1,11.7,4.4,10.8,40.8,0.9,3.0,29.7,2.0,2.3,86.1,0.7,3.4,4.1,5.1,2.5,1.3,0.4,2.6,25.0,2.0,0.0,-1.8
150,NATALIE ACHONWA,,,,MIN,,MIN,479600.0,MIN,212000.0,IND,212000.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,30.0,22.0,11.0,11.0,15.1,5.3,2.1,4.1,51.6,0.0,0.1,0.0,1.0,1.2,81.5,1.1,3.0,4.1,1.7,1.0,0.4,0.3,1.6,12.5,0.0,0.0,-0.3,112.0,29.0,21.0,14.0,7.0,12.0,3.7,1.2,2.9,42.6,0.0,0.0,0.0,1.2,1.3,89.3,0.6,1.6,2.1,1.2,0.6,0.6,0.2,1.6,8.6,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,26.0,34.0,6.0,28.0,26.0,10.3,4.0,7.6,52.7,0.0,0.0,0.0,2.2,2.8,80.0,2.5,4.4,6.9,1.4,1.1,0.9,0.7,3.1,21.6,6.0,0.0,-5.2,68.0,25.0,34.0,9.0,25.0,18.3,7.1,2.9,5.2,55.7,0.0,0.0,0.0,1.3,1.7,76.3,1.1,2.6,3.7,0.7,0.9,0.4,0.5,2.2,13.4,0.0,0.0,-2.9,112.0,24.0,24.0,9.0,15.0,8.1,3.6,1.5,2.8,54.5,0.0,0.0,0.0,0.6,0.8,70.0,0.7,1.3,2.0,0.3,0.5,0.4,0.0,1.1,6.7,0.0,0.0,-1.2
151,DANIELLE ROBINSON,,,,ATL,,IND,465000.0,IND,130000.0,LV,218000.0,MIN,218000.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,35.0,32.0,15.0,17.0,21.6,5.8,2.2,4.8,46.1,0.3,1.0,29.0,1.1,1.5,75.0,0.3,1.9,2.2,3.3,1.3,0.7,0.1,2.0,13.2,0.0,0.0,1.7,70.0,34.0,31.0,4.0,27.0,23.6,7.4,2.7,6.5,41.9,0.3,1.3,22.5,1.6,1.9,85.0,0.4,2.5,2.9,3.8,1.6,0.7,0.2,1.4,16.2,1.0,0.0,-3.9,50.0,33.0,24.0,5.0,19.0,27.4,9.9,3.7,8.8,41.7,0.2,1.0,20.0,2.3,2.6,88.9,0.3,3.2,3.5,3.7,1.8,1.5,0.1,2.1,20.6,0.0,0.0,-5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,30.0,28.0,16.0,12.0,18.6,6.5,2.5,5.5,44.5,0.1,0.7,15.8,1.5,1.7,85.4,0.3,1.5,1.8,3.3,1.8,0.9,0.0,1.4,13.6,1.0,0.0,0.2,72.0,29.0,32.0,17.0,15.0,23.5,6.9,2.6,6.0,43.2,0.0,0.2,0.0,1.7,2.0,84.6,0.4,2.5,2.9,3.4,1.9,1.1,0.2,2.0,15.8,0.0,0.0,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,RIQUNA WILLIAMS,,,,LV,294350.0,LV,91250.0,LV,222000.0,LA,222000.0,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,33.0,21.0,15.0,6.0,18.0,6.7,2.1,5.6,38.1,1.6,4.4,36.6,0.8,1.0,76.2,0.2,1.8,2.0,1.2,0.3,0.4,0.1,1.7,12.6,0.0,0.0,2.5,45.0,32.0,32.0,24.0,8.0,26.0,10.5,3.6,8.0,44.4,2.0,4.7,41.7,1.4,1.6,92.0,0.2,2.4,2.6,1.6,0.7,0.8,0.4,1.5,18.9,0.0,0.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,30.0,23.0,15.0,8.0,25.8,12.3,4.0,10.5,38.4,2.3,6.0,39.1,1.9,2.2,88.0,0.6,2.0,2.6,1.6,1.2,1.1,0.2,2.5,21.5,0.0,0.0,1.7,69.0,29.0,33.0,19.0,14.0,16.6,7.1,2.5,6.0,40.7,1.5,3.9,37.5,0.7,0.9,80.0,0.4,1.0,1.4,0.7,0.5,0.7,0.1,1.6,12.1,0.0,0.0,0.9,75.0,28.0,23.0,16.0,7.0,17.7,6.4,2.0,6.1,32.1,0.9,3.2,27.0,1.7,1.9,86.4,0.3,1.1,1.4,0.7,1.1,0.8,0.1,1.8,11.3,0.0,0.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,NIA CLOUDEN,,,,LA,208338.0,CON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,24.0,5.0,3.0,2.0,10.8,1.6,0.6,2.0,30.0,0.2,0.6,33.3,0.2,0.4,50.0,0.0,0.4,0.4,1.8,1.6,0.0,0.0,1.0,4.0,0.0,0.0,-4.4,140.0,23.0,28.0,19.0,9.0,8.9,2.1,0.6,1.9,34.0,0.4,1.0,41.4,0.4,0.6,58.8,0.1,0.8,0.8,0.8,0.4,0.2,0.0,0.9,4.6,0.0,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,DULCY FANKAM-MENDJIADEU,,,205145.0,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,BELLA ALARIE,,,,DAL,,DAL,,DAL,205016.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,24.0,31.0,14.0,17.0,13.1,2.6,1.0,2.1,50.0,0.0,0.1,0.0,0.5,0.6,85.0,1.4,1.9,3.3,0.5,0.6,0.6,0.6,1.4,8.9,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
