,Nombre,Contrato 2024,Equipo 2024,Contrato 2023,Equipo 2023,Contrato 2022,Equipo 2022,Contrato 2021,Equipo 2021,Contrato 2020,Equipo 2020,Contrato 2019,Equipo 2019,Contrato 2018,Equipo 2018,Contrato 2017,Equipo 2017,Contrato 2016,Equipo 2016,RANK 2024,AGE 2024,GP 2024,W 2024,L 2024,MIN 2024,PTS 2024,FGM 2024,FGA 2024,FG% 2024,3PM 2024,3PA 2024,3P% 2024,FTM 2024,FTA 2024,FT% 2024,OREB 2024,DREB 2024,REB 2024,AST 2024,TOV 2024,STL 2024,BLK 2024,PF 2024,FP 2024,DD2 2024,TD3 2024,+/- 2024,RANK 2023,AGE 2023,GP 2023,W 2023,L 2023,MIN 2023,PTS 2023,FGM 2023,FGA 2023,FG% 2023,3PM 2023,3PA 2023,3P% 2023,FTM 2023,FTA 2023,FT% 2023,OREB 2023,DREB 2023,REB 2023,AST 2023,TOV 2023,STL 2023,BLK 2023,PF 2023,FP 2023,DD2 2023,TD3 2023,+/- 2023,RANK 2022,AGE 2022,GP 2022,W 2022,L 2022,MIN 2022,PTS 2022,FGM 2022,FGA 2022,FG% 2022,3PM 2022,3PA 2022,3P% 2022,FTM 2022,FTA 2022,FT% 2022,OREB 2022,DREB 2022,REB 2022,AST 2022,TOV 2022,STL 2022,BLK 2022,PF 2022,FP 2022,DD2 2022,TD3 2022,+/- 2022,RANK 2021,AGE 2021,GP 2021,W 2021,L 2021,MIN 2021,PTS 2021,FGM 2021,FGA 2021,FG% 2021,3PM 2021,3PA 2021,3P% 2021,FTM 2021,FTA 2021,FT% 2021,OREB 2021,DREB 2021,REB 2021,AST 2021,TOV 2021,STL 2021,BLK 2021,PF 2021,FP 2021,DD2 2021,TD3 2021,+/- 2021,RANK 2020,AGE 2020,GP 2020,W 2020,L 2020,MIN 2020,PTS 2020,FGM 2020,FGA 2020,FG% 2020,3PM 2020,3PA 2020,3P% 2020,FTM 2020,FTA 2020,FT% 2020,OREB 2020,DREB 2020,REB 2020,AST 2020,TOV 2020,STL 2020,BLK 2020,PF 2020,FP 2020,DD2 2020,TD3 2020,+/- 2020,RANK 2019,AGE 2019,GP 2019,W 2019,L 2019,MIN 2019,PTS 2019,FGM 2019,FGA 2019,FG% 2019,3PM 2019,3PA 2019,3P% 2019,FTM 2019,FTA 2019,FT% 2019,OREB 2019,DREB 2019,REB 2019,AST 2019,TOV 2019,STL 2019,BLK 2019,PF 2019,FP 2019,DD2 2019,TD3 2019,+/- 2019,RANK 2018,AGE 2018,GP 2018,W 2018,L 2018,MIN 2018,PTS 2018,FGM 2018,FGA 2018,FG% 2018,3PM 2018,3PA 2018,3P% 2018,FTM 2018,FTA 2018,FT% 2018,OREB 2018,DREB 2018,REB 2018,AST 2018,TOV 2018,STL 2018,BLK 2018,PF 2018,FP 2018,DD2 2018,TD3 2018,+/- 2018,RANK 2017,AGE 2017,GP 2017,W 2017,L 2017,MIN 2017,PTS 2017,FGM 2017,FGA 2017,FG% 2017,3PM 2017,3PA 2017,3P% 2017,FTM 2017,FTA 2017,FT% 2017,OREB 2017,DREB 2017,REB 2017,AST 2017,TOV 2017,STL 2017,BLK 2017,PF 2017,FP 2017,DD2 2017,TD3 2017,+/- 2017,RANK 2016,AGE 2016,GP 2016,W 2016,L 2016,MIN 2016,PTS 2016,FGM 2016,FGA 2016,FG% 2016,3PM 2016,3PA 2016,3P% 2016,FTM 2016,FTA 2016,FT% 2016,OREB 2016,DREB 2016,REB 2016,AST 2016,TOV 2016,STL 2016,BLK 2016,PF 2016,FP 2016,DD2 2016,TD3 2016,+/- 2016
233,TE'A COOPER,,,,,,,58170.0,LA,59750.0,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,25.0,31.0,11.0,20.0,22.0,9.1,3.1,8.3,37.9,0.8,2.4,32.4,2.0,2.7,75.0,0.1,1.6,1.7,1.4,1.8,0.9,0.2,2.2,15.2,0.0,0.0,-3.2,68.0,24.0,20.0,14.0,6.0,17.2,7.0,2.6,5.7,45.1,0.6,1.6,34.4,1.3,1.7,76.5,0.1,0.9,1.0,2.0,1.5,0.7,0.0,2.0,11.8,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,CANDICE DUPREE,,,,,,,36541.0,ATL,352500.0,IND,352500.0,IND,352500.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,37.0,26.0,14.0,12.0,17.8,6.4,2.8,6.5,43.5,0.0,0.3,14.3,0.7,0.8,81.8,0.6,2.4,3.0,0.7,0.8,0.5,0.2,1.1,11.4,0.0,0.0,-3.0,36.0,36.0,22.0,6.0,16.0,30.2,12.5,5.3,11.4,46.2,0.1,0.8,16.7,1.9,2.2,85.4,1.2,4.5,5.7,2.5,1.3,0.7,0.4,1.2,23.1,0.0,0.0,-7.3,28.0,35.0,34.0,13.0,21.0,30.7,11.6,5.1,10.9,47.2,0.0,0.1,0.0,1.4,1.6,83.9,0.7,4.3,5.0,2.5,1.5,0.4,0.6,1.0,21.2,3.0,0.0,-3.0,22.0,34.0,32.0,6.0,26.0,31.4,14.2,6.2,12.7,48.8,0.0,0.0,0.0,1.8,2.3,81.9,1.2,5.3,6.4,1.7,1.6,0.9,0.3,1.7,24.9,2.0,0.0,-7.3,16.0,33.0,33.0,9.0,24.0,31.8,15.0,6.5,13.1,49.4,0.0,0.1,0.0,2.0,2.3,88.2,1.1,4.7,5.8,1.6,1.4,0.9,0.5,1.9,25.2,4.0,0.0,-5.5,32.0,32.0,32.0,15.0,17.0,29.1,11.3,4.8,8.8,54.1,0.0,0.0,0.0,1.8,2.3,79.2,1.2,4.1,5.3,1.9,1.1,0.8,0.2,1.8,20.5,0.0,0.0,0.2
235,LAUREN COX,,,,,,,29664.0,LA,213597.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,26.0,1.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,24.0,26.0,6.0,20.0,11.7,2.6,1.0,2.5,38.5,0.1,0.3,25.0,0.6,0.8,80.0,0.6,2.3,3.0,0.5,0.6,0.5,0.6,1.1,8.4,0.0,0.0,-3.0,110.0,23.0,14.0,3.0,11.0,13.1,3.6,1.3,3.1,41.9,0.2,0.4,50.0,0.8,1.1,73.3,0.7,2.6,3.3,1.4,0.8,0.4,0.3,1.4,9.9,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,CIERRA BURDICK,,,,,,,24330.0,SEA,58480.0,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,28.0,14.0,6.0,8.0,4.6,0.9,0.4,0.8,45.5,0.0,0.0,0.0,0.2,0.4,60.0,0.5,0.9,1.4,0.4,0.2,0.2,0.2,0.4,3.6,0.0,0.0,-0.6,142.0,27.0,13.0,12.0,1.0,2.2,0.3,0.2,0.5,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.2,0.1,0.0,0.0,0.2,0.8,0.0,0.0,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,24.0,10.0,4.0,6.0,8.6,3.1,1.5,2.2,68.2,0.1,0.2,50.0,0.0,0.0,0.0,0.4,0.8,1.2,0.9,0.8,0.2,0.1,1.9,5.9,0.0,0.0,-3.1,154.0,23.0,8.0,3.0,5.0,3.7,0.4,0.1,1.0,12.5,0.0,0.0,0.0,0.1,0.3,50.0,0.4,0.1,0.5,0.0,0.3,0.0,0.0,0.8,0.9,0.0,0.0,-2.5
237,BLAKE DIETRICK,,,,,,,20609.0,ATL,68000.0,ATL,41695.0,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,28.0,9.0,2.0,7.0,15.7,2.3,0.9,3.0,29.6,0.6,1.8,31.3,0.0,0.0,0.0,0.3,1.2,1.6,1.2,0.6,0.6,0.1,2.2,7.0,0.0,0.0,-0.7,84.0,27.0,22.0,7.0,15.0,21.1,5.9,2.2,4.7,47.1,1.2,2.6,44.8,0.2,0.4,62.5,0.4,1.3,1.6,3.4,1.8,0.8,0.1,1.9,14.0,0.0,0.0,-3.5,153.0,26.0,17.0,7.0,10.0,6.2,0.4,0.1,0.6,10.0,0.0,0.4,0.0,0.2,0.4,66.7,0.1,0.5,0.6,0.9,0.6,0.2,0.1,0.8,2.5,0.0,0.0,-1.3,143.0,25.0,26.0,18.0,8.0,7.2,1.4,0.5,1.3,34.3,0.3,0.9,39.1,0.2,0.2,66.7,0.1,0.5,0.5,0.4,0.5,0.3,0.0,0.8,3.3,0.0,0.0,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,23.0,3.0,1.0,2.0,4.5,1.3,0.3,0.7,50.0,0.0,0.3,0.0,0.7,0.7,100.0,0.0,1.0,1.0,0.0,0.3,0.0,0.0,0.3,2.3,0.0,0.0,0.3
238,BRIA HOLMES,,,,,,,3871.0,LV,130000.0,CON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,28.0,19.0,6.0,13.0,16.7,4.4,1.6,5.1,32.3,0.4,1.7,24.2,0.7,1.2,56.5,1.1,1.5,2.6,1.1,1.1,0.8,0.3,1.1,10.7,0.0,0.0,-4.0,97.0,27.0,18.0,8.0,10.0,16.2,4.9,1.9,5.4,35.7,0.6,1.7,33.3,0.4,0.7,66.7,0.7,1.1,1.8,1.1,1.0,0.7,0.3,0.9,10.4,0.0,0.0,-4.2,75.0,26.0,34.0,23.0,11.0,15.6,6.3,2.3,5.7,39.9,0.6,1.9,31.7,1.1,1.7,67.2,0.3,1.1,1.4,0.9,0.9,0.5,0.2,1.1,10.6,0.0,0.0,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,24.0,32.0,12.0,20.0,22.3,7.8,2.8,7.5,37.8,0.3,1.7,18.9,1.8,2.8,64.0,1.0,1.9,2.9,1.8,1.1,0.7,0.2,1.4,14.6,0.0,0.0,-0.9,64.0,23.0,33.0,17.0,16.0,21.3,7.5,2.8,6.3,43.5,0.5,1.9,27.4,1.5,1.9,77.4,0.7,1.8,2.6,1.2,1.2,0.9,0.2,0.8,13.9,0.0,0.0,-4.0
239,JILLIAN ALLEYNE,,,,,,,3245.0,MIN,,,41965.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,27.0,2.0,0.0,2.0,3.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,2.0,0.0,0.0,0.5,0.0,0.0,3.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,25.0,5.0,3.0,2.0,2.9,0.8,0.4,1.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,1.0,0.2,0.0,0.0,0.2,0.0,2.4,0.0,0.0,-3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,RENEE MONTGOMERY,,,,,,,,,321000.0,ATL,321000.0,ATL,321000.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,33.0,34.0,8.0,26.0,27.9,9.5,3.1,8.5,37.0,2.0,6.2,32.4,1.2,1.5,82.4,0.3,1.9,2.2,2.6,1.9,0.9,0.2,1.5,18.5,0.0,0.0,-5.1,33.0,32.0,34.0,23.0,11.0,27.5,10.3,3.1,8.1,38.9,2.3,6.2,37.1,1.7,2.0,88.1,0.1,1.6,1.7,3.7,1.6,1.3,0.1,1.7,20.8,0.0,0.0,4.1,59.0,31.0,34.0,27.0,7.0,21.8,8.0,2.7,6.4,42.4,1.1,3.2,35.8,1.4,1.7,84.2,0.4,1.1,1.6,3.4,1.7,0.7,0.1,1.4,15.7,0.0,0.0,7.6,65.0,30.0,34.0,28.0,6.0,19.3,7.5,2.6,6.4,39.7,0.8,2.5,32.1,1.6,1.9,82.8,0.2,0.7,0.9,2.8,1.7,1.0,0.1,1.4,14.0,0.0,0.0,4.7
241,CRYSTAL LANGHORNE,,,,,,,,,315000.0,SEA,315000.0,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,34.0,13.0,11.0,2.0,8.2,1.4,0.5,1.3,41.2,0.1,0.4,20.0,0.2,0.5,50.0,0.2,1.9,2.2,0.5,0.8,0.1,0.1,0.5,4.4,0.0,0.0,-1.1,83.0,33.0,34.0,18.0,16.0,17.0,5.6,2.1,5.0,40.9,0.5,1.7,31.6,1.0,1.3,75.0,0.8,2.3,3.1,1.0,1.3,0.3,0.3,1.0,11.4,0.0,0.0,-3.8,94.0,32.0,26.0,20.0,6.0,13.9,4.6,2.0,4.0,50.0,0.0,0.2,0.0,0.6,0.7,88.9,0.7,2.3,3.0,0.3,0.9,0.3,0.2,0.8,8.8,0.0,0.0,-0.5,27.0,31.0,34.0,15.0,19.0,28.4,12.4,5.3,8.2,64.7,0.0,0.1,50.0,1.8,2.4,73.5,1.3,4.8,6.1,1.5,1.7,0.6,0.4,2.0,21.8,4.0,0.0,1.4,44.0,30.0,33.0,15.0,18.0,25.6,9.5,3.8,6.1,63.0,0.0,0.0,100.0,1.8,2.4,75.9,1.3,4.2,5.5,1.4,1.6,0.7,0.3,1.8,18.5,2.0,0.0,2.7
242,KARIMA CHRISTMAS-KELLY,,,,,,,,,312000.0,MIN,312000.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,31.0,2.0,1.0,1.0,12.5,4.5,0.5,3.5,14.3,0.0,1.5,0.0,3.5,4.0,87.5,0.5,2.5,3.0,0.5,2.0,1.5,0.5,1.0,12.0,0.0,0.0,-1.5,125.0,30.0,6.0,2.0,4.0,12.0,2.7,0.8,3.0,27.8,0.5,1.8,27.3,0.5,0.8,60.0,0.2,0.7,0.8,1.0,0.7,0.8,0.2,1.3,7.0,0.0,0.0,-1.3,43.0,29.0,6.0,3.0,3.0,27.8,9.3,2.2,4.8,44.8,0.7,1.5,44.4,4.3,5.3,81.3,1.8,3.7,5.5,1.5,1.5,0.3,0.3,2.3,18.3,1.0,0.0,5.7,43.0,28.0,34.0,16.0,18.0,29.7,10.4,2.9,7.7,38.0,0.8,2.6,29.2,3.7,4.4,85.1,1.7,2.5,4.2,2.2,1.6,1.2,0.2,2.9,20.4,0.0,0.0,-0.2,28.0,27.0,34.0,11.0,23.0,31.6,12.4,3.8,9.4,40.0,1.1,3.5,31.7,3.8,4.8,79.6,2.4,3.5,5.9,2.1,1.5,1.2,0.7,2.7,25.3,4.0,0.0,-2.5
243,LATOYA SANDERS,,,,,,,,,232000.0,WAS,232000.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,33.0,34.0,26.0,8.0,23.6,6.1,2.6,5.1,50.6,0.0,0.0,0.0,1.0,1.1,89.2,1.3,4.2,5.5,1.9,0.9,0.9,1.4,2.1,18.0,2.0,0.0,9.2,35.0,32.0,28.0,17.0,11.0,24.5,10.2,4.1,6.8,60.7,0.0,0.0,0.0,1.9,2.2,86.9,2.3,4.1,6.4,1.6,1.1,1.3,1.1,2.4,22.9,2.0,0.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,30.0,4.0,2.0,2.0,17.4,7.3,2.3,4.5,50.0,0.0,0.0,0.0,2.8,3.3,84.6,1.0,2.0,3.0,0.3,0.8,0.8,2.5,3.0,17.0,0.0,0.0,-2.8
244,MORGAN TUCK,,,,,,,,,230000.0,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,27.0,10.0,9.0,1.0,8.8,1.7,0.5,1.6,31.3,0.2,0.9,22.2,0.5,0.8,62.5,0.2,0.4,0.6,0.2,0.6,0.5,0.0,1.2,3.7,0.0,0.0,-0.1,109.0,26.0,33.0,23.0,10.0,10.7,3.7,1.4,3.5,38.8,0.5,1.3,35.7,0.5,0.9,60.0,0.5,1.5,2.0,0.8,0.9,0.4,0.1,1.3,8.0,0.0,0.0,-1.5,78.0,25.0,34.0,21.0,13.0,13.6,5.9,2.4,5.0,47.3,0.6,1.9,34.9,0.6,0.7,82.6,0.7,1.6,2.3,0.5,0.7,0.4,0.1,1.2,10.4,0.0,0.0,2.4,83.0,24.0,22.0,12.0,10.0,16.6,5.4,2.0,5.8,35.4,0.5,1.7,28.9,0.8,1.0,81.0,0.5,1.7,2.2,0.9,1.0,0.4,0.0,1.6,9.7,1.0,0.0,-2.3,70.0,23.0,26.0,9.0,17.0,16.7,7.0,2.6,6.2,41.4,0.7,2.2,30.4,1.2,1.7,71.1,0.9,2.0,2.8,1.1,1.0,0.4,0.1,1.0,12.6,0.0,0.0,1.0
245,SHENISE JOHNSON,,,,,,,,,210000.0,MIN,210000.0,IND,70000.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,30.0,17.0,11.0,6.0,12.5,5.1,1.6,4.8,34.1,0.4,1.0,35.3,1.5,1.6,89.3,0.6,1.4,1.9,1.2,1.2,0.9,0.1,1.1,10.6,0.0,0.0,-1.6,94.0,29.0,17.0,6.0,11.0,12.9,4.9,1.8,5.3,33.3,0.5,1.9,24.2,0.9,0.9,93.8,0.6,1.4,2.1,1.1,0.7,0.7,0.1,1.0,10.1,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,27.0,14.0,6.0,8.0,24.9,11.3,3.9,9.1,43.3,0.7,2.1,33.3,2.7,2.9,95.0,0.9,2.5,3.4,2.5,1.3,1.5,0.3,1.9,21.5,0.0,0.0,-3.9,40.0,26.0,29.0,16.0,13.0,22.4,9.8,3.4,8.2,41.0,1.0,2.7,35.9,2.1,2.2,93.8,0.9,2.6,3.5,2.1,1.7,1.2,0.3,1.8,19.4,0.0,0.0,-1.4
246,KALEENA MOSQUEDA-LEWIS,,,,,,,,,204697.0,CON,204697.0,SEA,204697.0,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,27.0,16.0,5.0,11.0,10.2,3.4,1.2,4.0,29.7,0.8,2.9,25.5,0.3,0.4,57.1,0.1,1.3,1.3,0.3,0.4,0.2,0.1,1.1,6.2,0.0,0.0,-5.1,84.0,26.0,31.0,17.0,14.0,14.0,5.5,2.1,5.3,39.9,0.9,2.6,34.1,0.5,0.5,100.0,0.3,0.9,1.2,0.5,1.2,0.3,0.2,1.3,9.0,0.0,0.0,-3.7,90.0,25.0,33.0,25.0,8.0,13.4,5.1,1.8,4.5,41.2,1.0,2.5,42.0,0.3,0.4,91.7,0.2,1.2,1.5,0.8,0.7,0.1,0.0,1.2,8.6,0.0,0.0,-0.2,91.0,24.0,18.0,9.0,9.0,11.1,4.6,1.7,3.8,45.6,0.6,1.9,29.4,0.6,0.6,100.0,0.2,0.9,1.2,0.5,0.8,0.2,0.1,1.3,7.4,0.0,0.0,-0.2,95.0,23.0,32.0,15.0,17.0,12.4,5.2,1.8,4.7,39.1,1.1,3.1,35.4,0.4,0.6,77.8,0.3,0.6,0.8,0.8,0.8,0.2,0.1,1.5,8.4,0.0,0.0,0.5
247,KIARA LESLIE,,,,,,,,,197503.0,WAS,197503.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,26.0,9.0,3.0,6.0,9.6,2.8,0.9,2.7,33.3,0.2,0.8,28.6,0.8,0.9,87.5,0.2,2.0,2.2,0.2,0.4,0.4,0.0,1.2,6.3,0.0,0.0,-3.0,88.0,25.0,19.0,8.0,11.0,21.8,5.5,2.0,5.7,35.2,0.9,2.5,36.2,0.6,0.7,92.3,0.8,2.2,3.0,1.1,0.9,0.5,0.4,1.4,12.2,0.0,0.0,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,KRISTINE ANIGWE,,,,,,,,,196503.0,LA,196503.0,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,27.0,13.0,7.0,6.0,6.8,1.9,0.8,1.8,41.7,0.0,0.1,0.0,0.4,0.6,62.5,0.6,1.1,1.7,0.3,0.5,0.2,0.4,1.8,5.2,0.0,0.0,-2.2,152.0,26.0,10.0,2.0,8.0,6.5,1.5,0.5,1.0,50.0,0.0,0.0,0.0,0.5,1.0,50.0,0.5,0.8,1.3,0.2,0.6,0.1,0.2,1.2,3.6,0.0,0.0,-3.4,115.0,25.0,10.0,2.0,8.0,13.6,3.4,1.2,2.9,41.4,0.0,0.0,0.0,1.0,1.8,55.6,1.1,2.2,3.3,0.5,1.2,0.5,0.1,2.8,8.4,0.0,0.0,-2.1,100.0,24.0,17.0,11.0,6.0,11.6,4.6,1.9,3.1,60.4,0.0,0.0,0.0,0.8,1.5,53.8,1.1,1.6,2.6,0.2,0.9,0.6,0.4,1.9,9.6,0.0,0.0,1.5,130.0,23.0,27.0,14.0,13.0,9.3,2.4,0.8,2.5,32.4,0.0,0.0,0.0,0.8,1.2,68.8,1.0,1.4,2.4,0.2,0.6,0.3,0.3,1.4,6.4,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,MARIE GÜLICH,,,,,,,,,191720.0,LA,191720.0,ATL,191720.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,27.0,12.0,8.0,4.0,9.9,2.4,1.1,2.2,50.0,0.0,0.3,0.0,0.3,0.3,100.0,0.4,1.1,1.5,0.6,0.4,0.3,0.3,1.9,5.7,0.0,0.0,-1.8,116.0,26.0,31.0,6.0,25.0,11.3,3.3,1.3,3.5,36.1,0.3,0.8,32.0,0.5,0.7,72.7,1.1,1.6,2.7,0.6,1.0,0.2,0.8,2.0,8.8,1.0,0.0,-2.4,142.0,25.0,23.0,15.0,8.0,5.0,1.5,0.6,1.3,48.3,0.0,0.0,0.0,0.3,0.3,75.0,0.4,0.6,1.0,0.1,0.6,0.0,0.2,0.8,3.0,0.0,0.0,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,BRITTANY BREWER,,,,,,,,,187738.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,23.0,5.0,1.0,4.0,6.5,0.8,0.4,0.6,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.0,0.0,0.4,0.6,0.8,0.8,4.6,0.0,0.0,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,KATHLEEN DOYLE,,,,,,,,,187738.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,23.0,18.0,4.0,14.0,8.6,1.5,0.6,2.3,24.4,0.3,1.2,23.8,0.1,0.2,50.0,0.2,0.7,0.8,1.1,1.0,0.4,0.0,1.4,4.4,0.0,0.0,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,STEPHANIE MAVUNGA,,,,,,,,,184614.0,CHI,184614.0,IND,184614.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,26.0,10.0,2.0,8.0,9.5,3.5,1.3,2.9,44.8,0.0,0.5,0.0,0.9,1.1,81.8,1.0,2.3,3.3,0.5,1.1,0.1,0.2,1.1,7.9,0.0,0.0,-2.4,129.0,25.0,24.0,10.0,14.0,8.5,2.5,1.0,2.0,51.1,0.0,0.0,0.0,0.5,0.7,70.6,0.9,1.5,2.3,0.2,0.4,0.3,0.3,1.6,6.1,0.0,0.0,0.8,129.0,24.0,25.0,6.0,19.0,7.8,2.2,0.8,1.8,47.7,0.0,0.0,0.0,0.5,0.6,80.0,1.0,1.2,2.2,0.2,0.4,0.3,0.2,1.4,5.7,0.0,0.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
